frame,detector,direction,error_raw,error_filtered,angle_deg,v,straight_boost,left_cmd,right_cmd,fps,x_bottom,center,line_pixels,error_direction
289,THRESH,left,0.9149,-0.2009,88.95,54.7,0.0,0.0,100.0,20.4,306.39,160.00,2171,RIGHT
290,THRESH,right,0.9180,0.2467,86.55,54.2,0.0,0.0,100.0,20.9,306.87,160.00,1853,RIGHT
291,THRESH,left,-14.8103,-5.7761,0.50,33.1,0.0,66.2,0.0,21.7,-2209.65,160.00,8459,LEFT
292,THRESH,left,-13.4421,-8.8425,0.55,33.1,0.0,66.3,0.0,20.9,-1990.74,160.00,9315,LEFT
293,THRESH,left,-23.5544,-14.7273,0.32,33.1,0.0,66.2,0.0,20.0,-3608.70,160.00,9165,LEFT
294,THRESH,left,-16.3209,-15.3647,0.46,33.1,0.0,66.2,0.0,19.2,-2451.34,160.00,9281,LEFT
295,THRESH,left,-13.5615,-14.6434,0.55,33.1,0.0,66.3,0.0,18.5,-2009.84,160.00,9247,LEFT
296,THRESH,left,0.9626,-8.4010,-78.46,52.2,0.0,0.0,100.0,17.9,314.01,160.00,2252,RIGHT
297,THRESH,left,0.9914,-4.6441,-50.31,45.3,0.0,0.0,90.6,18.8,318.62,160.00,4029,RIGHT
298,THRESH,left,2.3767,-1.8357,-5.36,34.3,0.0,0.0,68.6,18.9,540.28,160.00,6714,RIGHT
299,THRESH,go,2.8149,0.0245,-4.20,34.0,0.0,0.0,68.1,18.5,610.39,160.00,6385,RIGHT
300,THRESH,right,0.9685,0.4021,-55.93,46.7,0.0,0.0,93.3,18.2,314.96,160.00,3888,RIGHT
301,THRESH,right,0.9860,0.6357,-82.34,53.1,0.0,0.0,100.0,18.5,317.76,160.00,1302,RIGHT
302,THRESH,fallback_forward,0.0000,0.6357,0.00,33.0,0.0,33.0,33.0,19.8,0.00,160.00,429,N/A
303,THRESH,left,-18.1427,-6.8757,0.41,33.1,0.0,66.2,0.0,21.8,-2742.83,160.00,9441,LEFT
304,THRESH,left,-21.2748,-12.6353,0.36,33.1,0.0,66.2,0.0,20.8,-3243.97,160.00,9393,LEFT
305,THRESH,left,-20.1101,-15.6252,0.37,33.1,0.0,66.2,0.0,20.0,-3057.61,160.00,9420,LEFT
306,THRESH,left,-21.6945,-18.0529,0.35,33.1,0.0,66.2,0.0,19.2,-3311.12,160.00,9207,LEFT
307,THRESH,left,0.9481,-10.4525,-71.08,50.4,0.0,0.0,100.0,18.5,311.69,160.00,3185,RIGHT
308,THRESH,left,1.9137,-5.5060,-7.67,34.9,0.0,0.0,69.7,18.8,466.19,160.00,6167,RIGHT
309,THRESH,left,3.5498,-1.8837,-3.04,33.7,0.0,0.0,67.5,18.5,727.96,160.00,7907,RIGHT
310,THRESH,left,2.2873,-0.2153,-5.72,34.4,0.0,0.0,68.8,18.1,525.97,160.00,6068,RIGHT
311,THRESH,right,0.9688,0.2583,-55.41,46.5,0.0,0.0,93.1,18.0,315.00,160.00,3910,RIGHT
312,THRESH,right,0.9396,0.5308,-77.74,52.0,0.0,0.0,100.0,18.2,310.34,160.00,2796,RIGHT
313,THRESH,right,1.0162,0.7250,-83.73,53.5,0.0,0.0,100.0,18.7,322.59,160.00,403,RIGHT
314,THRESH,left,-23.6049,-9.0070,0.32,33.1,0.0,66.2,0.0,20.6,-3616.79,160.00,9250,LEFT
315,THRESH,left,-23.8601,-14.9482,0.32,33.1,0.0,66.2,0.0,19.8,-3657.62,160.00,9707,LEFT
316,THRESH,left,-25.8346,-19.3028,0.29,33.1,0.0,66.1,0.0,19.0,-3973.54,160.00,9171,LEFT
317,THRESH,left,-28.7041,-23.0633,0.26,33.1,0.0,66.1,0.0,18.2,-4432.66,160.00,9396,LEFT
318,THRESH,left,-23.2090,-23.1216,0.32,33.1,0.0,66.2,0.0,17.5,-3553.45,160.00,9115,LEFT
319,THRESH,left,0.9443,-13.4953,-67.04,49.4,0.0,0.0,98.8,16.9,311.08,160.00,3533,RIGHT
320,THRESH,left,2.1732,-7.2279,-6.20,34.5,0.0,0.0,69.0,17.4,507.71,160.00,6151,RIGHT
321,THRESH,left,4.4124,-2.5718,-2.31,33.6,0.0,0.0,67.1,17.3,865.98,160.00,8069,RIGHT
322,THRESH,left,2.7976,-0.4240,-4.24,34.0,0.0,0.0,68.1,17.0,607.62,160.00,6098,RIGHT
323,THRESH,right,0.9311,0.1180,-68.36,49.7,0.0,0.0,99.4,17.0,308.98,160.00,3629,RIGHT
324,THRESH,right,0.9388,0.4463,-82.76,53.2,0.0,0.0,100.0,17.4,310.20,160.00,2360,RIGHT
325,THRESH,right,0.9744,0.6575,-85.33,53.9,0.0,0.0,100.0,18.1,315.90,160.00,1252,RIGHT
326,THRESH,left,-25.1735,-9.6749,0.30,33.1,0.0,66.1,0.0,19.4,-3867.76,160.00,9113,LEFT
327,THRESH,left,-27.8518,-16.9457,0.27,33.1,0.0,66.1,0.0,18.7,-4296.29,160.00,9138,LEFT
328,THRESH,left,-23.2923,-19.4843,0.32,33.1,0.0,66.2,0.0,18.1,-3566.77,160.00,9189,LEFT
329,THRESH,left,-27.3325,-22.6236,0.27,33.1,0.0,66.1,0.0,17.5,-4213.20,160.00,9021,LEFT
330,THRESH,left,-24.6191,-23.4218,0.30,33.1,0.0,66.1,0.0,17.0,-3779.06,160.00,9150,LEFT
331,THRESH,left,0.9818,-13.6604,-86.11,54.0,0.0,0.0,100.0,16.5,317.09,160.00,975,RIGHT
332,THRESH,left,0.9345,-7.8224,-84.65,53.7,0.0,0.0,100.0,18.1,309.52,160.00,2288,RIGHT
333,THRESH,left,1.8452,-3.9554,-8.33,35.0,0.0,0.0,70.1,18.7,455.23,160.00,4810,RIGHT
334,THRESH,left,2.3155,-1.4470,-5.70,34.4,0.0,0.0,68.8,18.6,530.48,160.00,4631,RIGHT
335,THRESH,left,0.9481,-0.4890,-88.95,54.7,0.0,0.0,100.0,18.6,311.69,160.00,1512,RIGHT
336,THRESH,left,-28.2509,-11.5938,0.26,33.1,0.0,66.1,0.0,19.2,-4360.15,160.00,9339,LEFT
337,THRESH,left,-24.5610,-16.7807,0.30,33.1,0.0,66.1,0.0,18.5,-3769.76,160.00,9325,LEFT
338,THRESH,left,-24.8372,-20.0033,0.30,33.1,0.0,66.1,0.0,17.8,-3813.96,160.00,9014,LEFT
339,THRESH,left,-22.1766,-20.8726,0.33,33.1,0.0,66.2,0.0,17.3,-3388.25,160.00,9114,LEFT
340,THRESH,left,-23.4074,-21.8865,0.31,33.1,0.0,66.2,0.0,16.8,-3585.18,160.00,9212,LEFT
341,THRESH,left,-19.7000,-21.0119,0.37,33.1,0.0,66.2,0.0,16.3,-2991.99,160.00,8999,LEFT
342,THRESH,left,0.9044,-12.2454,74.49,51.2,0.0,0.0,100.0,16.0,304.71,160.00,834,RIGHT
343,THRESH,left,0.7279,-7.0561,27.63,39.8,0.0,0.0,79.5,17.6,276.47,160.00,1083,RIGHT
344,THRESH,left,0.4829,-4.0405,13.09,36.2,0.0,0.0,72.4,18.9,237.26,160.00,1465,RIGHT
345,THRESH,left,0.4251,-2.2542,9.12,35.2,0.0,0.0,70.5,19.7,228.02,160.00,1266,RIGHT
346,THRESH,left,-19.4802,-9.1446,0.37,33.1,0.0,66.2,0.0,20.4,-2956.83,160.00,8730,LEFT
347,THRESH,left,-21.7277,-14.1778,0.34,33.1,0.0,66.2,0.0,19.7,-3316.43,160.00,9486,LEFT
348,THRESH,left,-19.8312,-16.4392,0.37,33.1,0.0,66.2,0.0,18.9,-3012.99,160.00,9038,LEFT
349,THRESH,left,-18.7839,-17.3770,0.39,33.1,0.0,66.2,0.0,18.3,-2845.42,160.00,9176,LEFT
350,THRESH,left,-15.5249,-16.6362,0.47,33.1,0.0,66.2,0.0,17.7,-2323.98,160.00,9397,LEFT
351,THRESH,left,-14.2198,-15.6696,0.51,33.1,0.0,66.2,0.0,17.1,-2115.17,160.00,9426,LEFT
352,THRESH,left,-15.3371,-15.5366,0.48,33.1,0.0,66.2,0.0,16.6,-2293.94,160.00,9593,LEFT
353,THRESH,left,-10.7272,-13.6128,0.67,33.2,0.0,66.3,0.0,16.2,-1556.35,160.00,9602,LEFT
354,THRESH,left,-11.7657,-12.8740,0.61,33.1,0.0,66.3,0.0,15.7,-1722.51,160.00,10078,LEFT
355,THRESH,left,-10.6597,-11.9883,0.67,33.2,0.0,66.3,0.0,15.3,-1545.56,160.00,9779,LEFT
356,THRESH,left,-8.7473,-10.6919,0.82,33.2,0.0,66.4,0.0,14.9,-1239.57,160.00,9537,LEFT
357,THRESH,left,-8.4328,-9.7883,0.85,33.2,0.0,66.4,0.0,14.6,-1189.25,160.00,9119,LEFT
358,THRESH,left,-9.8958,-9.8313,0.73,33.2,0.0,66.4,0.0,14.4,-1423.33,160.00,9290,LEFT
359,THRESH,left,-10.7677,-10.2058,0.67,33.2,0.0,66.3,0.0,14.2,-1562.82,160.00,8965,LEFT
360,THRESH,left,-11.5054,-10.7257,0.63,33.2,0.0,66.3,0.0,14.0,-1680.86,160.00,8887,LEFT
361,THRESH,left,-13.6238,-11.8849,0.53,33.1,0.0,66.3,0.0,13.8,-2019.81,160.00,8684,LEFT
362,THRESH,left,-13.5444,-12.5487,0.54,33.1,0.0,66.3,0.0,13.7,-2007.10,160.00,8184,LEFT
363,THRESH,left,-13.3448,-12.8672,0.54,33.1,0.0,66.3,0.0,13.7,-1975.17,160.00,8335,LEFT
364,THRESH,left,-12.8622,-12.8652,0.56,33.1,0.0,66.3,0.0,13.7,-1897.95,160.00,8165,LEFT
365,THRESH,left,-10.9578,-12.1022,0.65,33.2,0.0,66.3,0.0,13.6,-1593.25,160.00,8012,LEFT
366,THRESH,left,-12.3304,-12.1935,0.58,33.1,0.0,66.3,0.0,13.6,-1812.87,160.00,8210,LEFT
367,THRESH,left,-9.7807,-11.2284,0.73,33.2,0.0,66.4,0.0,13.6,-1404.91,160.00,7509,LEFT
368,THRESH,left,-8.0189,-9.9446,0.88,33.2,0.0,66.4,0.0,13.7,-1123.03,160.00,7317,LEFT
369,THRESH,left,0.8745,-5.6170,69.05,49.9,0.0,0.0,99.8,13.8,299.92,160.00,1303,RIGHT
370,THRESH,left,0.8266,-3.0395,62.17,48.2,0.0,0.0,96.4,15.4,292.26,160.00,2019,RIGHT
371,THRESH,left,0.7450,-1.5257,48.21,44.8,0.0,0.0,89.6,16.6,279.19,160.00,2888,RIGHT
372,THRESH,left,0.7549,-0.6135,49.51,45.1,0.0,0.0,90.2,17.2,280.79,160.00,2724,RIGHT
373,THRESH,left,-9.3465,-4.1067,0.76,33.2,0.0,66.4,0.0,17.8,-1335.44,160.00,7814,LEFT
374,THRESH,left,-10.2978,-6.5831,0.70,33.2,0.0,66.3,0.0,17.4,-1487.65,160.00,7885,LEFT
375,THRESH,left,-10.9642,-8.3356,0.65,33.2,0.0,66.3,0.0,17.0,-1594.28,160.00,8027,LEFT
376,THRESH,left,-9.9444,-8.9791,0.72,33.2,0.0,66.4,0.0,16.6,-1431.10,160.00,7775,LEFT
377,THRESH,left,-9.5747,-9.2173,0.74,33.2,0.0,66.4,0.0,16.4,-1371.95,160.00,7882,LEFT
378,THRESH,left,-9.8308,-9.4627,0.74,33.2,0.0,66.4,0.0,16.0,-1412.92,160.00,7972,LEFT
379,THRESH,left,-14.0371,-11.2925,0.52,33.1,0.0,66.3,0.0,15.8,-2085.94,160.00,8350,LEFT
380,THRESH,left,-16.4245,-13.3453,0.45,33.1,0.0,66.2,0.0,15.5,-2467.92,160.00,8193,LEFT
381,THRESH,left,0.9476,-7.6282,80.59,52.7,0.0,0.0,100.0,15.3,311.61,160.00,499,RIGHT
382,THRESH,left,0.9088,-4.2134,80.43,52.7,0.0,0.0,100.0,17.3,305.41,160.00,1488,RIGHT
383,THRESH,left,0.8369,-2.1933,70.58,50.3,0.0,0.0,100.0,18.6,293.91,160.00,2622,RIGHT
384,THRESH,left,0.8723,-0.9671,74.49,51.2,0.0,0.0,100.0,19.3,299.56,160.00,1953,RIGHT
385,THRESH,left,0.9515,-0.1996,80.52,52.7,0.0,0.0,100.0,20.2,312.24,160.00,427,RIGHT
386,THRESH,left,-26.0433,-10.5371,0.29,33.1,0.0,66.1,0.0,21.8,-4006.93,160.00,8262,LEFT
387,THRESH,left,-17.3164,-13.2488,0.44,33.1,0.0,66.2,0.0,20.9,-2610.63,160.00,8208,LEFT
388,THRESH,left,-11.0693,-12.3770,0.65,33.2,0.0,66.3,0.0,20.1,-1611.09,160.00,7651,LEFT
389,THRESH,left,-12.8806,-12.5784,0.57,33.1,0.0,66.3,0.0,19.6,-1900.89,160.00,7891,LEFT
390,THRESH,left,-29.2915,-19.2637,0.26,33.1,0.0,66.1,0.0,18.9,-4526.64,160.00,8411,LEFT
391,THRESH,left,-42.7262,-28.6487,0.18,33.0,0.0,66.1,0.0,18.3,-6676.20,160.00,8408,LEFT
392,THRESH,left,-36.8415,-31.9258,0.21,33.1,0.0,66.1,0.0,17.8,-5734.64,160.00,8843,LEFT
393,THRESH,left,-39.2462,-34.8540,0.20,33.0,0.0,66.1,0.0,17.1,-6119.40,160.00,8742,LEFT
394,THRESH,left,0.8985,-20.5530,83.29,53.4,0.0,0.0,100.0,16.7,303.76,160.00,2070,RIGHT
395,THRESH,left,0.8412,-11.9953,76.80,51.8,0.0,0.0,100.0,17.7,294.59,160.00,3126,RIGHT
396,THRESH,left,-0.0080,-7.2004,9.78,35.4,0.0,0.0,70.8,18.2,158.72,160.00,4313,LEFT
397,THRESH,left,0.8306,-3.9880,71.77,50.5,0.0,0.0,100.0,18.3,292.90,160.00,2969,RIGHT
398,THRESH,left,0.9328,-2.0197,82.56,53.2,0.0,0.0,100.0,18.6,309.26,160.00,1055,RIGHT
399,THRESH,left,-43.3372,-18.5467,0.18,33.0,0.0,66.1,0.0,19.8,-6773.95,160.00,8910,LEFT
400,THRESH,left,-49.8503,-31.0681,0.16,33.0,0.0,66.1,0.0,19.1,-7816.05,160.00,8860,LEFT
401,THRESH,left,-78.8018,-50.1616,0.10,33.0,0.0,66.0,0.0,18.4,-12448.28,160.00,8804,LEFT
402,THRESH,left,-34.1913,-43.7735,0.23,33.1,0.0,66.1,0.0,17.9,-5310.61,160.00,8901,LEFT
403,THRESH,left,-44.3771,-44.0149,0.17,33.0,0.0,66.1,0.0,17.3,-6940.33,160.00,8825,LEFT
404,THRESH,left,-63.7081,-51.8922,0.12,33.0,0.0,66.1,0.0,16.9,-10033.29,160.00,8982,LEFT
405,THRESH,left,-45.5598,-49.3592,0.17,33.0,0.0,66.1,0.0,16.5,-7129.58,160.00,9068,LEFT
406,THRESH,left,0.9626,-29.2305,87.98,54.5,0.0,0.0,100.0,16.1,314.01,160.00,846,RIGHT
407,THRESH,left,0.9186,-17.1709,87.76,54.5,0.0,0.0,100.0,17.7,306.97,160.00,1962,RIGHT
408,THRESH,left,0.8540,-9.9609,83.25,53.3,0.0,0.0,100.0,18.6,296.63,160.00,3326,RIGHT
409,THRESH,left,0.8608,-5.6322,81.51,52.9,0.0,0.0,100.0,18.9,297.73,160.00,2968,RIGHT
410,THRESH,left,0.9370,-3.0045,85.39,53.9,0.0,0.0,100.0,19.4,309.92,160.00,1239,RIGHT
411,THRESH,left,-41.7024,-18.4837,0.18,33.0,0.0,66.1,0.0,20.5,-6512.38,160.00,9152,LEFT
412,THRESH,left,-42.4521,-28.0710,0.18,33.0,0.0,66.1,0.0,19.5,-6632.34,160.00,9013,LEFT
413,THRESH,left,-36.1056,-31.2849,0.21,33.1,0.0,66.1,0.0,18.7,-5616.90,160.00,8616,LEFT
414,THRESH,left,-42.2732,-35.6802,0.18,33.0,0.0,66.1,0.0,18.1,-6603.71,160.00,8911,LEFT
415,THRESH,left,-40.3602,-37.5522,0.19,33.0,0.0,66.1,0.0,17.5,-6297.64,160.00,8977,LEFT
416,THRESH,left,-52.0710,-43.3597,0.15,33.0,0.0,66.1,0.0,17.0,-8171.36,160.00,9049,LEFT
417,THRESH,left,-30.3985,-38.1752,0.25,33.1,0.0,66.1,0.0,16.5,-4703.76,160.00,8532,LEFT
418,THRESH,left,0.8542,-22.5634,88.83,54.7,0.0,0.0,100.0,16.1,296.67,160.00,3745,RIGHT
419,THRESH,left,0.8063,-13.2156,0.00,33.0,0.0,0.0,66.0,16.6,289.00,160.00,5060,RIGHT
420,THRESH,left,0.7188,-7.6418,0.00,33.0,0.0,0.0,66.0,16.7,275.00,160.00,7280,RIGHT
421,THRESH,left,-4.3297,-6.3170,1.63,33.4,0.0,66.8,0.0,16.4,-532.76,160.00,5269,LEFT
422,THRESH,left,0.8973,-3.4313,86.02,54.0,0.0,0.0,100.0,16.4,303.56,160.00,2376,RIGHT
423,THRESH,left,-38.1654,-17.3249,0.20,33.0,0.0,66.1,0.0,17.2,-5946.46,160.00,9017,LEFT
424,THRESH,left,-35.4925,-24.5919,0.21,33.1,0.0,66.1,0.0,16.8,-5518.79,160.00,8977,LEFT
425,THRESH,left,-43.0369,-31.9699,0.17,33.0,0.0,66.1,0.0,16.3,-6725.90,160.00,9133,LEFT
426,THRESH,left,-46.9652,-37.9680,0.16,33.0,0.0,66.1,0.0,15.9,-7354.43,160.00,9160,LEFT
427,THRESH,left,0.9253,-22.4107,-89.28,54.8,0.0,0.0,100.0,15.6,308.04,160.00,2070,RIGHT
428,THRESH,left,0.8813,-13.0939,90.00,55.0,0.0,0.0,100.0,16.5,301.00,160.00,3154,RIGHT
429,THRESH,left,0.8063,-7.5339,0.00,33.0,0.0,0.0,66.0,17.1,289.00,160.00,5056,RIGHT
430,THRESH,left,-0.9191,-4.8879,4.76,34.2,0.0,0.0,68.3,17.3,12.95,160.00,4286,LEFT
431,THRESH,left,0.9622,-2.5479,86.28,54.1,0.0,0.0,100.0,17.5,313.96,160.00,718,RIGHT
432,THRESH,left,-45.9777,-19.9198,0.16,33.0,0.0,66.1,0.0,19.2,-7196.43,160.00,9027,LEFT
433,THRESH,left,-39.2819,-27.6646,0.19,33.0,0.0,66.1,0.0,18.5,-6125.11,160.00,9454,LEFT
434,THRESH,left,-45.1243,-34.6485,0.17,33.0,0.0,66.1,0.0,17.9,-7059.88,160.00,8819,LEFT
435,THRESH,left,-33.6162,-34.2356,0.22,33.1,0.0,66.1,0.0,17.3,-5218.60,160.00,9142,LEFT
436,THRESH,left,-30.4662,-32.7278,0.25,33.1,0.0,66.1,0.0,16.8,-4714.59,160.00,9052,LEFT
437,THRESH,left,-35.7399,-33.9326,0.21,33.1,0.0,66.1,0.0,16.3,-5558.38,160.00,9121,LEFT
438,THRESH,left,0.9548,-19.9776,-88.84,54.7,0.0,0.0,100.0,15.9,312.78,160.00,1390,RIGHT
439,THRESH,left,0.9159,-11.6202,-88.05,54.5,0.0,0.0,100.0,17.4,306.54,160.00,2436,RIGHT
440,THRESH,left,3.4449,-5.5942,-3.23,33.8,0.0,0.0,67.6,18.3,711.19,160.00,4826,RIGHT
441,THRESH,left,5.8229,-1.0273,-1.69,33.4,0.0,0.0,66.8,18.3,1091.67,160.00,4725,RIGHT
442,THRESH,left,0.9362,-0.2419,88.91,54.7,0.0,0.0,100.0,18.3,309.79,160.00,1625,RIGHT
443,THRESH,left,-34.9710,-14.1336,0.22,33.1,0.0,66.1,0.0,19.2,-5435.37,160.00,8815,LEFT
444,THRESH,left,-46.7752,-27.1902,0.16,33.0,0.0,66.1,0.0,18.5,-7324.04,160.00,9435,LEFT
445,THRESH,left,-28.3952,-27.6722,0.27,33.1,0.0,66.1,0.0,17.8,-4383.24,160.00,9191,LEFT
446,THRESH,left,-39.5843,-32.4371,0.19,33.0,0.0,66.1,0.0,17.3,-6173.49,160.00,9387,LEFT
447,THRESH,left,-40.3348,-35.5961,0.19,33.0,0.0,66.1,0.0,16.8,-6293.56,160.00,9055,LEFT
448,THRESH,left,-28.7212,-32.8462,0.26,33.1,0.0,66.1,0.0,16.3,-4435.39,160.00,8915,LEFT
449,THRESH,left,0.9120,-19.3429,-71.06,50.4,0.0,0.0,100.0,16.0,305.92,160.00,3759,RIGHT
450,THRESH,left,3.0204,-10.3976,-3.85,33.9,0.0,0.0,67.9,16.5,643.27,160.00,5100,RIGHT
451,THRESH,left,10.2987,-2.1191,-0.88,33.2,0.0,0.0,66.4,16.6,1807.79,160.00,7696,RIGHT
452,THRESH,right,8.8593,2.2723,-1.05,33.3,0.0,0.0,66.5,16.2,1577.49,160.00,5114,RIGHT
453,THRESH,right,0.9135,1.7288,-89.86,55.0,0.0,59.1,50.8,16.4,306.16,160.00,2328,RIGHT
454,THRESH,right,0.9628,1.4224,89.49,54.9,0.0,51.2,58.6,17.3,314.05,160.00,1014,RIGHT
455,THRESH,left,-40.1854,-15.2207,0.19,33.0,0.0,66.1,0.0,18.8,-6269.67,160.00,9154,LEFT
456,THRESH,left,-33.6175,-22.5794,0.22,33.1,0.0,66.1,0.0,18.2,-5218.80,160.00,9371,LEFT
457,THRESH,left,-31.0567,-25.9704,0.24,33.1,0.0,66.1,0.0,17.5,-4809.07,160.00,9318,LEFT
458,THRESH,left,0.9168,-15.2155,-86.61,54.2,0.0,0.0,100.0,17.0,306.68,160.00,2540,RIGHT
459,THRESH,left,1.0427,-8.7122,-37.94,42.3,0.0,0.0,84.5,17.9,326.83,160.00,3981,RIGHT
460,THRESH,left,3.6337,-3.7739,-3.00,33.7,0.0,0.0,67.5,18.1,741.39,160.00,5316,RIGHT
461,THRESH,right,14.7323,3.6286,-0.61,33.1,0.0,0.0,66.3,17.9,2517.18,160.00,5054,RIGHT
462,THRESH,right,0.9236,2.5466,88.80,54.7,0.0,100.0,8.1,17.9,307.78,160.00,1955,RIGHT
463,THRESH,right,0.9728,1.9171,88.42,54.6,0.0,93.5,15.7,18.7,315.65,160.00,629,RIGHT
464,THRESH,left,-29.1355,-10.5039,0.26,33.1,0.0,66.1,0.0,20.3,-4501.67,160.00,9065,LEFT
465,THRESH,left,-27.9764,-17.4929,0.27,33.1,0.0,66.1,0.0,19.5,-4316.23,160.00,8875,LEFT
466,THRESH,left,0.9280,-10.1246,-87.66,54.4,0.0,0.0,100.0,18.8,308.47,160.00,2181,RIGHT
467,THRESH,left,0.8932,-5.7175,-81.14,52.8,0.0,0.0,100.0,19.6,302.92,160.00,3506,RIGHT
468,THRESH,left,3.5600,-2.0065,-3.09,33.8,0.0,0.0,67.5,19.8,729.61,160.00,5035,RIGHT
469,THRESH,left,0.8375,-0.8689,0.00,33.0,0.0,0.0,66.0,19.6,294.00,160.00,4264,RIGHT
470,THRESH,left,0.9646,-0.1355,88.85,54.7,0.0,0.0,100.0,19.6,314.33,160.00,939,RIGHT
471,THRESH,left,-41.9166,-16.8479,0.18,33.0,0.0,66.1,0.0,21.0,-6546.66,160.00,9409,LEFT
472,THRESH,left,-27.8372,-21.2437,0.27,33.1,0.0,66.1,0.0,20.1,-4293.96,160.00,9356,LEFT
473,THRESH,left,-21.6045,-21.3880,0.35,33.1,0.0,66.2,0.0,19.3,-3296.72,160.00,9396,LEFT
474,THRESH,left,-23.7646,-22.3386,0.32,33.1,0.0,66.2,0.0,18.5,-3642.33,160.00,9434,LEFT
475,THRESH,left,-25.6396,-23.6590,0.29,33.1,0.0,66.1,0.0,17.9,-3942.34,160.00,9373,LEFT
476,THRESH,left,-29.9843,-26.1891,0.25,33.1,0.0,66.1,0.0,17.3,-4637.49,160.00,9067,LEFT
477,THRESH,left,-33.8379,-29.2487,0.22,33.1,0.0,66.1,0.0,16.7,-5254.07,160.00,9249,LEFT
478,THRESH,left,-32.2981,-30.4684,0.23,33.1,0.0,66.1,0.0,16.3,-5007.69,160.00,9184,LEFT
479,THRESH,left,-26.7309,-28.9734,0.28,33.1,0.0,66.1,0.0,15.9,-4116.94,160.00,8744,LEFT
480,THRESH,left,-29.2371,-29.0789,0.25,33.1,0.0,66.1,0.0,15.5,-4517.93,160.00,9112,LEFT
481,THRESH,left,-27.4238,-28.4168,0.27,33.1,0.0,66.1,0.0,15.1,-4227.81,160.00,9275,LEFT
482,THRESH,left,-28.0482,-28.2694,0.26,33.1,0.0,66.1,0.0,14.8,-4327.71,160.00,9262,LEFT
483,THRESH,left,-25.1146,-27.0075,0.29,33.1,0.0,66.1,0.0,14.5,-3858.34,160.00,9454,LEFT
484,THRESH,left,-25.7013,-26.4850,0.28,33.1,0.0,66.1,0.0,14.2,-3952.21,160.00,9140,LEFT
485,THRESH,left,-18.7309,-23.3834,0.38,33.1,0.0,66.2,0.0,14.0,-2836.95,160.00,9077,LEFT
486,THRESH,left,-12.5505,-19.0502,0.55,33.1,0.0,66.3,0.0,13.8,-1848.08,160.00,8748,LEFT
487,THRESH,left,-11.1768,-15.9009,0.62,33.2,0.0,66.3,0.0,13.7,-1628.29,160.00,8653,LEFT
488,THRESH,left,-10.4626,-13.7256,0.67,33.2,0.0,66.3,0.0,13.5,-1514.02,160.00,8842,LEFT
489,THRESH,left,-10.9999,-12.6353,0.65,33.2,0.0,66.3,0.0,13.3,-1599.98,160.00,9091,LEFT
490,THRESH,left,-10.7661,-11.8876,0.66,33.2,0.0,66.3,0.0,13.1,-1562.57,160.00,9042,LEFT
491,THRESH,left,-10.8939,-11.4901,0.66,33.2,0.0,66.3,0.0,13.0,-1583.03,160.00,8973,LEFT
492,THRESH,left,-8.8990,-10.4537,0.80,33.2,0.0,66.4,0.0,12.9,-1263.84,160.00,8415,LEFT
493,THRESH,left,-8.2134,-9.5576,0.86,33.2,0.0,66.4,0.0,12.9,-1154.14,160.00,8284,LEFT
494,THRESH,left,-7.2663,-8.6411,0.96,33.2,0.0,66.5,0.0,12.8,-1002.61,160.00,8269,LEFT
495,THRESH,left,-7.0885,-8.0200,0.99,33.2,0.0,66.5,0.0,12.8,-974.16,160.00,8333,LEFT
496,THRESH,left,-7.6813,-7.8846,0.91,33.2,0.0,66.4,0.0,12.8,-1069.01,160.00,8970,LEFT
497,THRESH,left,-8.2059,-8.0131,0.85,33.2,0.0,66.4,0.0,12.7,-1152.94,160.00,9194,LEFT
498,THRESH,left,-7.1377,-7.6629,0.96,33.2,0.0,66.5,0.0,12.7,-982.03,160.00,8915,LEFT
499,THRESH,left,-9.0688,-8.2253,0.78,33.2,0.0,66.4,0.0,12.6,-1291.00,160.00,8879,LEFT
500,THRESH,left,0.9052,-4.5731,70.22,50.2,0.0,0.0,100.0,12.5,304.84,160.00,747,RIGHT
501,THRESH,left,0.8855,-2.3896,72.20,50.6,0.0,0.0,100.0,14.6,301.69,160.00,1336,RIGHT
502,THRESH,left,0.7469,-1.1350,48.00,44.7,0.0,0.0,89.5,16.1,279.50,160.00,2794,RIGHT
503,THRESH,left,0.8228,-0.3519,62.63,48.3,0.0,0.0,96.6,16.9,291.65,160.00,2188,RIGHT
504,THRESH,right,0.9159,0.1552,72.93,50.8,0.0,0.0,100.0,17.8,306.54,160.00,689,RIGHT
505,THRESH,left,-14.5986,-5.7463,0.50,33.1,0.0,66.2,0.0,19.4,-2175.77,160.00,9085,LEFT
506,THRESH,left,-9.3132,-7.1731,0.76,33.2,0.0,66.4,0.0,18.7,-1330.11,160.00,9055,LEFT
507,THRESH,left,-8.6436,-7.7613,0.82,33.2,0.0,66.4,0.0,18.0,-1222.97,160.00,8862,LEFT
508,THRESH,left,-10.7470,-8.9555,0.67,33.2,0.0,66.3,0.0,17.4,-1559.51,160.00,9156,LEFT
509,THRESH,left,-13.1631,-10.6386,0.55,33.1,0.0,66.3,0.0,16.9,-1946.10,160.00,9181,LEFT
510,THRESH,left,-15.7280,-12.6743,0.46,33.1,0.0,66.2,0.0,16.4,-2356.48,160.00,9145,LEFT
511,THRESH,left,-25.7083,-17.8879,0.29,33.1,0.0,66.1,0.0,16.0,-3953.33,160.00,9996,LEFT
