frame,direction,error_raw,error_filtered,angle_deg,v,straight_boost,left_cmd,right_cmd,fps
341,right,45.4376,47.1228,0.28,30.1,0.0,0.0,60.2,49.4
342,right,43.1456,45.9297,0.29,30.1,0.0,0.0,60.2,49.6
343,right,43.1456,45.0945,0.29,30.1,0.0,0.0,60.2,49.7
344,right,21.6565,38.0631,0.57,30.2,0.0,60.4,0.0,49.2
345,right,28.0414,35.0566,0.45,30.1,0.0,0.0,60.3,49.4
346,right,28.0414,32.9520,0.45,30.1,0.0,0.0,60.3,49.7
347,right,16.3863,27.9823,0.75,30.3,0.0,60.5,0.0,49.4
348,right,20.5906,25.7648,0.61,30.2,0.0,0.0,60.4,49.4
349,right,20.5906,24.2125,0.61,30.2,0.0,0.0,60.4,49.3
350,right,16.8831,22.0137,0.74,30.2,0.0,0.0,60.5,49.5
351,right,18.0948,20.8380,0.69,30.2,0.0,0.0,60.5,49.7
352,right,18.0948,20.0151,0.69,30.2,0.0,0.0,60.5,49.9
353,right,13.2343,17.9809,0.92,30.3,0.0,0.0,60.6,50.1
354,right,13.2343,16.5569,0.92,30.3,0.0,0.0,60.6,50.1
355,right,17.5952,16.8684,0.70,30.2,0.0,0.0,60.5,49.7
356,right,9.2339,14.5780,1.30,30.4,0.0,43.2,17.7,49.7
357,right,9.2339,12.9748,1.30,30.4,0.0,0.0,60.9,49.6
358,right,8.2031,11.5433,1.45,30.5,0.0,0.0,61.0,49.7
359,right,10.3521,11.1859,1.17,30.4,0.0,0.0,60.8,49.9
360,right,10.3521,10.9358,1.17,30.4,0.0,0.0,60.8,50.0
361,right,9.3122,10.4487,1.29,30.4,0.0,0.0,60.9,50.0
362,right,6.1269,9.1522,1.89,30.6,0.0,25.4,35.9,50.0
363,right,6.1269,8.2446,1.89,30.6,0.0,0.0,61.3,50.2
364,right,4.8021,7.2118,2.32,30.8,0.0,29.7,31.8,50.2
365,right,4.8021,6.4889,2.32,30.8,0.0,61.5,0.0,56.1
366,right,5.0222,6.0489,2.23,30.7,0.0,61.5,0.0,62.6
367,right,5.0222,5.7409,2.23,30.7,0.0,14.6,46.9,69.1
368,right,5.0222,5.5253,2.23,30.7,0.0,0.0,61.5,74.7
369,right,5.0222,5.3743,2.23,30.7,0.0,0.0,61.5,80.2
370,right,6.9874,5.8583,1.67,30.6,0.0,0.0,61.1,84.9
371,right,6.9874,6.1970,1.67,30.6,0.0,0.0,61.1,89.3
372,right,6.9874,6.4341,1.67,30.6,0.0,0.0,61.1,93.2
373,right,6.9874,6.6001,1.67,30.6,0.0,0.0,61.1,96.8
374,right,7.2022,6.7807,1.63,30.5,0.0,0.0,61.1,99.5
375,right,7.2022,6.9072,1.63,30.5,0.0,0.0,61.1,102.5
376,right,7.2022,6.9957,1.63,30.5,0.0,0.0,61.1,105.1
377,right,7.2022,7.0576,1.63,30.5,0.0,0.0,61.1,107.6
378,right,1.1407,5.2825,6.80,32.3,0.0,64.5,0.0,102.9
379,right,1.1407,4.0400,6.80,32.3,0.0,64.5,0.0,97.5
380,right,-0.1150,2.7935,19.12,36.4,0.0,72.7,0.0,92.0
381,right,5.9342,3.7357,1.94,30.6,0.0,0.0,61.3,88.0
382,right,5.9342,4.3953,1.94,30.6,0.0,0.0,61.3,84.3
383,right,16.9325,8.1564,0.74,30.2,0.0,0.0,60.5,80.6
384,right,22.3722,12.4212,0.57,30.2,0.0,0.0,60.4,77.5
385,right,22.3722,15.4065,0.57,30.2,0.0,0.0,60.4,74.2
386,right,-0.2065,10.7226,22.47,37.5,0.0,75.0,0.0,71.6
387,right,-0.3472,7.4017,28.84,39.6,0.0,79.2,0.0,69.5
388,right,-0.3472,5.0770,28.84,39.6,0.0,79.2,0.0,67.8
389,right,1.4682,3.9944,5.80,31.9,0.0,63.9,0.0,66.1
390,right,1.4682,3.2365,5.80,31.9,0.0,63.9,0.0,64.6
391,right,20.8105,8.5087,0.60,30.2,0.0,0.0,60.4,62.6
392,right,26.8824,14.0208,0.47,30.2,0.0,0.0,60.3,61.1
393,right,26.8824,17.8793,0.47,30.2,0.0,0.0,60.3,60.1
394,right,12.1173,16.1507,1.01,30.3,0.0,0.0,60.7,58.6
395,right,0.1482,11.3500,14.03,34.7,0.0,69.4,0.0,58.0
396,right,0.1482,7.9894,14.03,34.7,0.0,69.4,0.0,57.1
397,right,0.1513,5.6380,14.01,34.7,0.0,69.3,0.0,56.0
398,right,4.9101,5.4196,2.29,30.8,0.0,0.0,61.5,55.7
399,right,4.9101,5.2668,2.29,30.8,0.0,0.0,61.5,55.4
400,right,38.3505,15.1919,0.34,30.1,0.0,0.0,60.2,54.6
401,right,37.5663,21.9042,0.34,30.1,0.0,0.0,60.2,54.3
402,right,37.5663,26.6028,0.34,30.1,0.0,0.0,60.2,54.1
403,right,9.6449,21.5155,1.25,30.4,0.0,60.8,0.0,53.9
404,right,9.6449,17.9543,1.25,30.4,0.0,60.8,0.0,53.7
405,right,3.9347,13.7484,2.76,30.9,0.0,61.8,0.0,53.3
406,right,15.2532,14.1999,0.80,30.3,0.0,0.0,60.5,53.2
407,right,15.2532,14.5159,0.80,30.3,0.0,0.0,60.5,53.1
408,right,26.2596,18.0390,0.48,30.2,0.0,0.0,60.3,52.9
409,right,58.7327,30.2471,0.22,30.1,0.0,0.0,60.1,52.9
410,right,58.7327,38.7928,0.22,30.1,0.0,0.0,60.1,52.9
411,right,18.3391,32.6567,0.68,30.2,0.0,60.5,0.0,52.8
412,right,18.3391,28.3614,0.68,30.2,0.0,44.6,15.8,52.8
413,right,12.3410,23.5553,0.99,30.3,0.0,60.7,0.0,52.5
414,right,29.7103,25.4018,0.43,30.1,0.0,0.0,60.3,52.5
415,right,29.7103,26.6943,0.43,30.1,0.0,0.0,60.3,52.5
416,right,29.2191,27.4518,0.44,30.1,0.0,0.0,60.3,52.5
417,right,29.2191,27.9820,0.44,30.1,0.0,0.0,60.3,52.4
418,right,34.9775,30.0806,0.37,30.1,0.0,0.0,60.2,52.1
419,right,18.2845,26.5418,0.68,30.2,0.0,0.0,60.5,52.2
420,right,18.2845,24.0646,0.68,30.2,0.0,0.0,60.5,52.2
421,right,19.3740,22.6574,0.64,30.2,0.0,0.0,60.4,51.5
422,right,42.0217,28.4667,0.30,30.1,0.0,0.0,60.2,51.5
423,right,42.0217,32.5332,0.30,30.1,0.0,0.0,60.2,51.7
424,right,16.5026,27.7240,0.75,30.3,0.0,60.5,0.0,51.6
425,right,16.5026,24.3576,0.75,30.3,0.0,0.0,60.5,51.5
426,right,19.3617,22.8588,0.64,30.2,0.0,0.0,60.4,51.2
427,right,25.9227,23.7780,0.49,30.2,0.0,0.0,60.3,51.1
428,right,25.9227,24.4214,0.49,30.2,0.0,0.0,60.3,51.3
429,right,25.6669,24.7951,0.49,30.2,0.0,0.0,60.3,51.3
430,right,16.0135,22.1606,0.77,30.3,0.0,0.0,60.5,51.4
431,right,16.0135,20.3165,0.77,30.3,0.0,0.0,60.5,51.6
432,right,14.1494,18.4664,0.87,30.3,0.0,0.0,60.6,51.5
433,right,14.1494,17.1713,0.87,30.3,0.0,0.0,60.6,51.5
434,right,10.5948,15.1983,1.14,30.4,0.0,0.0,60.8,50.5
435,right,8.0528,13.0547,1.46,30.5,0.0,0.0,61.0,49.6
436,right,8.0528,11.5541,1.46,30.5,0.0,0.0,61.0,49.7
437,right,7.2926,10.2757,1.61,30.5,0.0,0.0,61.1,49.3
438,right,7.8085,9.5355,1.52,30.5,0.0,0.0,61.0,49.3
439,right,7.8085,9.0174,1.52,30.5,0.0,0.0,61.0,49.6
440,right,9.2834,9.0972,1.32,30.4,0.0,0.0,60.9,49.5
441,right,7.6736,8.6701,1.54,30.5,0.0,0.0,61.0,49.8
442,right,7.6736,8.3712,1.54,30.5,0.0,0.0,61.0,50.1
443,right,8.5669,8.4299,1.40,30.5,0.0,0.0,60.9,49.7
444,right,7.7123,8.2146,1.54,30.5,0.0,0.0,61.0,50.0
445,right,7.7123,8.0639,1.54,30.5,0.0,0.0,61.0,50.3
446,right,7.8473,7.9989,1.51,30.5,0.0,0.0,61.0,50.1
447,right,10.3208,8.6955,1.17,30.4,0.0,0.0,60.8,50.3
448,right,10.3208,9.1831,1.17,30.4,0.0,0.0,60.8,50.6
449,right,8.7926,9.0659,1.36,30.5,0.0,0.0,60.9,50.7
450,right,8.7926,8.9839,1.36,30.5,0.0,0.0,60.9,50.7
451,right,7.9038,8.6599,1.50,30.5,0.0,0.0,61.0,49.5
452,right,11.2075,9.4242,1.09,30.4,0.0,0.0,60.7,49.8
453,right,11.2075,9.9592,1.09,30.4,0.0,0.0,60.7,50.1
454,right,11.5529,10.4373,1.06,30.4,0.0,0.0,60.7,49.6
455,right,14.2649,11.5856,0.86,30.3,0.0,0.0,60.6,49.6
456,right,14.2649,12.3894,0.86,30.3,0.0,0.0,60.6,49.7
457,right,12.5998,12.4525,0.97,30.3,0.0,0.0,60.6,49.3
458,right,15.2164,13.2817,0.81,30.3,0.0,0.0,60.5,49.6
459,right,15.2164,13.8621,0.81,30.3,0.0,0.0,60.5,49.8
460,right,16.5385,14.6650,0.75,30.3,0.0,0.0,60.5,49.9
461,right,19.2147,16.0299,0.65,30.2,0.0,0.0,60.4,50.1
462,right,19.2147,16.9853,0.65,30.2,0.0,0.0,60.4,50.3
463,right,19.6104,17.7729,0.64,30.2,0.0,0.0,60.4,50.5
464,right,19.6104,18.3241,0.64,30.2,0.0,0.0,60.4,50.4
465,right,19.2785,18.6104,0.65,30.2,0.0,0.0,60.4,50.0
466,right,32.3540,22.7335,0.40,30.1,0.0,0.0,60.3,50.2
467,right,32.3540,25.6197,0.40,30.1,0.0,0.0,60.3,50.3
468,right,23.2487,24.9084,0.54,30.2,0.0,0.0,60.4,49.8
469,right,27.0252,25.5434,0.47,30.2,0.0,0.0,60.3,49.5
470,right,27.0252,25.9880,0.47,30.2,0.0,0.0,60.3,49.6
471,right,24.3549,25.4981,0.52,30.2,0.0,0.0,60.3,49.3
472,right,3.0067,18.7506,3.33,31.1,0.0,62.2,0.0,49.4
473,right,3.0067,14.0274,3.33,31.1,0.0,62.2,0.0,49.8
474,right,-0.9604,9.5311,-88.82,59.6,0.0,100.0,0.0,49.7
475,right,-0.9271,6.3937,-88.59,59.5,0.0,100.0,0.0,50.1
476,right,-0.9271,4.1974,-88.59,59.5,0.0,100.0,0.0,50.3
477,right,-0.9286,2.6596,-89.83,59.9,0.0,100.0,0.0,50.4
478,right,-0.9286,1.5832,-89.83,59.9,0.0,100.0,0.0,50.5
479,right,-0.9748,0.8158,89.22,59.7,0.0,100.0,0.0,50.0
480,right,44.4137,13.8952,0.29,30.1,0.0,0.0,60.2,50.2
481,right,44.4137,23.0507,0.29,30.1,0.0,0.0,60.2,50.0
482,right,24.4478,23.4698,0.52,30.2,0.0,0.0,60.3,49.6
483,right,19.7735,22.3609,0.64,30.2,0.0,0.0,60.4,49.4
484,right,19.7735,21.5847,0.64,30.2,0.0,0.0,60.4,49.7
485,right,9.3832,17.9243,1.29,30.4,0.0,60.9,0.0,49.8
486,right,11.1680,15.8974,1.09,30.4,0.0,0.0,60.7,50.1
487,right,11.1680,14.4786,1.09,30.4,0.0,0.0,60.7,50.4
488,right,15.2329,14.7049,0.81,30.3,0.0,0.0,60.5,50.6
489,right,15.2329,14.8633,0.81,30.3,0.0,0.0,60.5,50.8
490,right,34.7889,20.8410,0.37,30.1,0.0,0.0,60.2,50.6
491,right,20.9186,20.8643,0.61,30.2,0.0,0.0,60.4,50.8
492,right,20.9186,20.8806,0.61,30.2,0.0,0.0,60.4,51.0
493,right,14.7923,19.0541,0.84,30.3,0.0,0.0,60.6,51.1
494,right,14.7923,17.7756,0.84,30.3,0.0,0.0,60.6,51.0
495,right,17.4021,17.6635,0.72,30.2,0.0,0.0,60.5,51.0
496,right,16.8833,17.4295,0.75,30.2,0.0,0.0,60.5,50.9
497,right,16.8833,17.2656,0.75,30.2,0.0,0.0,60.5,51.1
498,right,15.8053,16.8275,0.79,30.3,0.0,0.0,60.5,51.2
499,right,13.1741,15.7315,0.94,30.3,0.0,0.0,60.6,51.3
500,right,13.1741,14.9643,0.94,30.3,0.0,0.0,60.6,51.2
501,right,-0.9785,10.1814,-86.98,59.0,0.0,100.0,0.0,51.3
502,right,-0.9785,6.8335,-86.98,59.0,0.0,100.0,0.0,51.6
503,right,-0.9351,4.5029,-86.20,58.7,0.0,100.0,0.0,51.4
504,right,-0.8954,2.8834,-85.65,58.6,0.0,100.0,0.0,51.7
505,right,-0.8954,1.7498,-85.65,58.6,0.0,100.0,0.0,51.7
506,right,-0.8960,0.9561,-87.74,59.2,0.0,100.0,0.0,51.6
507,right,-0.8960,0.4004,-87.74,59.2,0.0,100.0,0.0,51.6
508,go,-0.9482,-0.0042,-88.94,61.1,1.5,100.0,0.0,51.7
509,right,32.4925,9.7449,0.39,31.5,1.4,0.0,63.0,52.0
510,right,32.4925,16.5692,0.39,31.3,1.2,0.0,62.7,52.0
511,right,14.9925,16.0962,0.84,31.4,1.1,0.0,62.7,52.3
512,right,14.9925,15.7651,0.84,31.3,1.0,0.0,62.5,59.9
513,right,14.9925,15.5333,0.84,31.2,0.9,0.0,62.3,66.8
514,right,21.4645,17.3127,0.59,31.0,0.8,0.0,62.0,71.3
515,right,21.4645,18.5582,0.59,30.9,0.7,0.0,61.8,77.0
516,right,21.4645,19.4301,0.59,30.8,0.6,0.0,61.7,82.1
517,right,21.4645,20.0404,0.59,30.8,0.6,0.0,61.6,86.1
518,right,19.5485,19.8928,0.65,30.7,0.5,0.0,61.5,90.0
519,right,19.5485,19.7896,0.65,30.7,0.5,0.0,61.4,93.4
520,right,19.5485,19.7173,0.65,30.6,0.4,0.0,61.3,96.9
521,right,8.8934,16.4701,1.37,30.8,0.4,61.7,0.0,99.9
522,right,8.8934,14.1971,1.37,30.8,0.3,61.6,0.0,102.8
523,right,8.8934,12.6060,1.37,30.8,0.3,61.5,0.0,105.3
524,right,8.8934,11.4922,1.37,30.7,0.3,29.6,31.9,103.8
525,right,15.8861,12.8104,0.79,30.5,0.3,0.0,61.0,98.7
526,right,15.8861,13.7331,0.79,30.5,0.2,0.0,61.0,94.0
527,right,28.1490,18.0579,0.46,30.4,0.2,0.0,60.7,89.8
528,right,21.5888,19.1171,0.60,30.4,0.2,0.0,60.8,86.0
529,right,21.5888,19.8586,0.60,30.4,0.2,0.0,60.7,82.7
530,right,15.9040,18.6722,0.79,30.4,0.1,0.0,60.8,79.4
531,right,22.4206,19.7968,0.57,30.3,0.1,0.0,60.6,76.8
532,right,22.4206,20.5839,0.57,30.3,0.1,0.0,60.6,74.2
533,right,18.8603,20.0668,0.68,30.3,0.1,0.0,60.7,72.1
534,right,18.8603,19.7049,0.68,30.3,0.1,0.0,60.6,70.1
535,right,0.4289,13.9221,10.43,33.6,0.1,67.1,0.0,67.8
536,right,-0.9675,9.4552,-85.95,58.7,0.1,100.0,0.0,65.6
537,right,-0.9675,6.3284,-85.95,58.7,0.1,100.0,0.0,64.3
538,right,-0.9232,4.1529,-85.24,58.5,0.1,100.0,0.0,62.7
539,right,-0.9137,2.6329,-86.03,58.7,0.1,100.0,0.0,61.4
540,right,-0.9137,1.5689,-86.03,58.7,0.1,100.0,0.0,60.3
541,right,-0.9486,0.8137,-87.77,59.3,0.0,100.0,0.0,59.4
542,right,-0.9486,0.2850,-87.77,59.3,0.0,100.0,0.0,58.3
543,right,19.8236,6.1466,0.65,30.3,0.0,0.0,60.5,57.7
544,right,20.0330,10.3125,0.64,30.2,0.0,0.0,60.5,56.8
545,right,20.0330,13.2286,0.64,30.2,0.0,0.0,60.5,55.9
546,right,20.7511,15.4854,0.62,30.2,0.0,0.0,60.5,55.3
547,right,12.2090,14.5025,1.03,30.4,0.0,0.0,60.7,55.0
548,right,12.2090,13.8144,1.03,30.4,0.0,0.0,60.7,54.8
549,right,9.3705,12.4813,1.31,30.5,0.0,0.0,60.9,54.1
550,right,10.6641,11.9361,1.16,30.4,0.0,0.0,60.8,53.7
551,right,10.6641,11.5545,1.16,30.4,0.0,0.0,60.8,53.6
552,right,13.3497,12.0931,0.94,30.3,0.0,0.0,60.7,53.2
553,right,13.3497,12.4700,0.94,30.3,0.0,0.0,60.7,53.0
554,right,23.2296,15.6979,0.55,30.2,0.0,0.0,60.4,52.5
555,right,18.8872,16.6547,0.67,30.2,0.0,0.0,60.5,52.1
556,right,18.8872,17.3244,0.67,30.2,0.0,0.0,60.5,51.9
557,right,26.6945,20.1354,0.48,30.2,0.0,0.0,60.3,51.5
558,right,-0.1879,14.0384,19.71,36.6,0.0,73.2,0.0,51.4
559,right,-0.1879,9.7706,19.71,36.6,0.0,73.2,0.0,51.6
560,right,-0.9669,6.5493,-85.74,58.6,0.0,100.0,0.0,50.6
561,right,-0.9262,4.3067,-85.07,58.4,0.0,100.0,0.0,50.7
562,right,-0.9262,2.7368,-85.07,58.4,0.0,100.0,0.0,50.8
563,right,-0.9340,1.6355,-86.16,58.7,0.0,100.0,0.0,50.6
564,right,-0.9742,0.8526,-87.56,59.2,0.0,100.0,0.0,49.7
565,right,-0.9742,0.3046,-87.56,59.2,0.0,100.0,0.0,50.0
566,right,16.5546,5.1796,0.77,30.3,0.0,0.0,60.5,50.1
567,right,16.5546,8.5921,0.77,30.3,0.0,0.0,60.5,49.6
568,right,19.0263,11.7223,0.68,30.2,0.0,0.0,60.5,49.5
569,right,16.8014,13.2460,0.76,30.3,0.0,0.0,60.5,49.6
570,right,9.8043,12.2135,1.26,30.4,0.0,0.0,60.8,49.2
571,right,9.8043,11.4908,1.26,30.4,0.0,0.0,60.8,49.1
572,right,8.1965,10.5025,1.48,30.5,0.0,0.0,61.0,48.8
573,right,9.0745,10.0741,1.36,30.5,0.0,0.0,60.9,48.4
574,right,9.0745,9.7742,1.36,30.5,0.0,0.0,60.9,48.0
575,right,12.1479,10.4863,1.05,30.3,0.0,0.0,60.7,48.4
576,right,10.1735,10.3925,1.22,30.4,0.0,0.0,60.8,48.8
577,right,10.1735,10.3268,1.22,30.4,0.0,0.0,60.8,49.1
578,right,9.6393,10.1206,1.28,30.4,0.0,0.0,60.9,49.2
579,right,13.6365,11.1753,0.92,30.3,0.0,0.0,60.6,49.3
580,right,13.6365,11.9137,0.92,30.3,0.0,0.0,60.6,49.2
581,right,-0.9873,8.0434,-84.88,58.3,0.0,100.0,0.0,49.0
582,right,-0.9873,5.3342,-84.88,58.3,0.0,100.0,0.0,49.5
583,right,-0.9467,3.4499,-84.33,58.1,0.0,100.0,0.0,49.9
584,right,-0.9051,2.1434,-83.15,57.7,0.0,100.0,0.0,49.6
585,right,-0.9051,1.2289,-83.15,57.7,0.0,100.0,0.0,50.0
586,right,-0.9039,0.5890,-84.56,58.2,0.0,100.0,0.0,50.3
587,right,-0.9500,0.1273,-87.06,59.0,0.0,100.0,0.0,50.6
588,left,-0.9500,-0.1959,-87.06,59.0,0.0,100.0,0.0,50.9
589,right,11.0104,3.1660,1.13,30.4,0.0,0.0,60.8,51.0
590,right,11.0104,5.5193,1.13,30.4,0.0,0.0,60.8,51.1
591,right,12.2802,7.5476,1.02,30.3,0.0,0.0,60.7,51.0
592,right,12.2802,8.9674,1.02,30.3,0.0,0.0,60.7,50.7
593,right,13.7902,10.4142,0.92,30.3,0.0,0.0,60.6,50.8
594,right,9.5622,10.1586,1.29,30.4,0.0,0.0,60.9,50.7
595,right,6.5054,9.0627,1.82,30.6,0.0,0.0,61.2,50.7
596,right,6.5054,8.2955,1.82,30.6,0.0,0.0,61.2,50.9
597,right,7.4021,8.0275,1.61,30.5,0.0,0.0,61.1,50.9
598,right,7.4021,7.8399,1.61,30.5,0.0,0.0,61.1,51.1
599,right,9.8081,8.4303,1.25,30.4,0.0,0.0,60.8,50.7
600,right,7.8454,8.2548,1.53,30.5,0.0,0.0,61.0,50.9
601,right,7.8454,8.1320,1.53,30.5,0.0,0.0,61.0,51.0
602,right,9.7121,8.6060,1.26,30.4,0.0,0.0,60.8,51.0
603,right,9.7121,8.9379,1.26,30.4,0.0,0.0,60.8,51.1
604,right,-1.0023,5.9558,-84.98,58.3,0.0,100.0,0.0,51.2
605,right,-0.9624,3.8804,-84.34,58.1,0.0,100.0,0.0,51.0
606,right,-0.9624,2.4275,-84.34,58.1,0.0,100.0,0.0,51.0
607,right,-0.9216,1.4228,-82.79,57.6,0.0,100.0,0.0,50.8
608,right,-0.9004,0.7258,-83.17,57.7,0.0,100.0,0.0,51.0
609,right,-0.9004,0.2379,-83.17,57.7,0.0,100.0,0.0,51.2
610,left,-0.9302,-0.1125,-85.85,58.6,0.0,100.0,0.0,51.3
611,left,-0.9302,-0.3578,-85.85,58.6,0.0,100.0,0.0,51.5
612,left,-0.9842,-0.5457,-87.66,59.2,0.0,100.0,0.0,51.4
613,right,18.2763,5.1009,0.70,30.2,0.0,0.0,60.5,51.6
614,right,18.2763,9.0535,0.70,30.2,0.0,0.0,60.5,51.7
615,right,15.1681,10.8879,0.84,30.3,0.0,0.0,60.6,51.5
616,right,11.2410,10.9938,1.11,30.4,0.0,0.0,60.7,51.3
617,right,11.2410,11.0680,1.11,30.4,0.0,0.0,60.7,51.3
618,right,3.6311,8.8369,2.99,31.0,0.0,62.0,0.0,51.4
619,right,3.6311,7.2752,2.99,31.0,0.0,62.0,0.0,51.4
620,right,2.8391,5.9443,3.66,31.2,0.0,62.4,0.0,50.5
621,right,6.2127,6.0249,1.89,30.6,0.0,0.0,61.3,50.2
622,right,6.2127,6.0812,1.89,30.6,0.0,0.0,61.3,50.2
623,right,15.9584,9.0444,0.80,30.3,0.0,0.0,60.5,50.3
624,right,14.7466,10.7550,0.86,30.3,0.0,0.0,60.6,50.2
625,right,14.7466,11.9525,0.86,30.3,0.0,0.0,60.6,50.4
626,right,4.6420,9.7594,2.45,30.8,0.0,61.6,0.0,50.6
627,right,1.1937,7.1897,6.72,32.2,0.0,64.5,0.0,50.5
628,right,1.1937,5.3909,6.72,32.2,0.0,64.5,0.0,50.1
629,right,6.1771,5.6267,1.91,30.6,0.0,0.0,61.3,49.5
630,right,10.3672,7.0489,1.19,30.4,0.0,0.0,60.8,49.7
631,right,10.3672,8.0444,1.19,30.4,0.0,0.0,60.8,49.9
632,right,13.6222,9.7177,0.93,30.3,0.0,0.0,60.6,50.2
633,right,13.6222,10.8891,0.93,30.3,0.0,0.0,60.6,50.4
634,right,4.3665,8.9323,2.58,30.9,0.0,61.7,0.0,50.1
635,right,3.9062,7.4245,2.83,30.9,0.0,61.9,0.0,49.2
636,right,7.2275,7.3654,1.65,30.6,0.0,0.0,61.1,49.4
637,right,7.2275,7.3240,1.65,30.6,0.0,0.0,61.1,49.7
638,right,9.7956,8.0655,1.26,30.4,0.0,0.0,60.8,48.5
639,right,9.7956,8.5845,1.26,30.4,0.0,0.0,60.8,48.6
640,right,10.7011,9.2195,1.16,30.4,0.0,0.0,60.8,48.6
641,right,7.5376,8.7149,1.59,30.5,0.0,0.0,61.1,48.3
642,right,4.2023,7.3611,2.65,30.9,0.0,61.8,0.0,47.4
643,right,4.2023,6.4135,2.65,30.9,0.0,0.0,61.8,46.8
644,right,7.1115,6.6229,1.68,30.6,0.0,0.0,61.1,47.1
645,right,7.5822,6.9107,1.59,30.5,0.0,0.0,61.1,47.5
646,right,7.5822,7.1122,1.59,30.5,0.0,0.0,61.1,47.6
647,right,8.7068,7.5905,1.41,30.5,0.0,0.0,60.9,47.7
648,right,8.0658,7.7331,1.50,30.5,0.0,0.0,61.0,47.9
649,right,8.0658,7.8329,1.50,30.5,0.0,0.0,61.0,47.8
650,right,7.1201,7.6191,1.68,30.6,0.0,0.0,61.1,47.7
651,right,6.8258,7.3811,1.74,30.6,0.0,0.0,61.2,47.9
652,right,6.8258,7.2145,1.74,30.6,0.0,0.0,61.2,48.1
653,right,-0.9973,4.7510,-84.06,58.0,0.0,100.0,0.0,48.0
654,right,-0.9582,3.0382,-83.62,57.9,0.0,100.0,0.0,48.6
655,right,-0.9582,1.8393,-83.62,57.9,0.0,100.0,0.0,49.1
656,right,-0.9230,1.0106,-82.09,57.4,0.0,100.0,0.0,50.1
657,right,-0.9230,0.4305,-82.09,57.4,0.0,100.0,0.0,57.9
658,go,-0.9230,0.0244,-82.09,58.9,1.5,100.0,0.0,64.4
659,left,-0.9097,-0.2558,-82.15,58.7,1.4,100.0,0.0,69.5
660,left,-0.9097,-0.4520,-82.15,58.6,1.2,100.0,0.0,75.0
661,left,-0.9097,-0.5893,-82.15,58.5,1.1,100.0,0.0,79.5
662,left,-0.9097,-0.6854,-82.15,58.4,1.0,100.0,0.0,84.7
663,left,-0.9364,-0.7607,-85.78,59.5,0.9,100.0,0.0,89.3
664,left,-0.9364,-0.8134,-85.78,59.4,0.8,100.0,0.0,93.4
665,left,-0.9364,-0.8503,-85.78,59.3,0.7,100.0,0.0,97.4
666,left,-0.9364,-0.8761,-85.78,59.2,0.6,100.0,0.0,100.4
667,left,0.3183,-0.5178,11.34,34.4,0.6,0.0,68.7,102.5
668,left,0.3183,-0.2670,11.34,34.3,0.5,0.0,68.6,105.2
669,left,0.3183,-0.0914,11.34,34.2,0.5,0.0,68.5,102.5
670,go,0.3183,0.0315,11.34,34.2,0.4,9.9,58.5,97.2
671,right,7.4859,2.2678,1.61,30.9,0.4,0.0,61.8,92.1
672,right,7.4859,3.8333,1.61,30.9,0.3,0.0,61.8,88.1
673,right,2.0238,3.2904,4.75,31.9,0.3,35.6,28.2,83.9
674,right,2.0238,2.9104,4.75,31.9,0.3,12.3,51.4,80.7
675,right,6.6190,4.0230,1.79,30.8,0.3,0.0,61.7,76.9
676,right,11.6194,6.3019,1.07,30.6,0.2,0.0,61.2,73.1
677,right,8.7496,7.0362,1.39,30.7,0.2,0.0,61.3,70.2
678,right,8.7496,7.5502,1.39,30.6,0.2,0.0,61.3,68.4
679,right,7.8676,7.6454,1.54,30.7,0.2,0.0,61.4,66.2
680,right,-0.5858,5.1761,46.26,45.6,0.1,91.1,0.0,64.8
681,right,-0.5858,3.4475,46.26,45.6,0.1,91.1,0.0,63.7
682,right,-0.9745,2.1209,-83.49,57.9,0.1,100.0,0.0,62.5
683,right,-0.9745,1.1923,-83.49,57.9,0.1,100.0,0.0,61.4
684,right,-0.9356,0.5539,-83.98,58.1,0.1,100.0,0.0,60.6
685,right,-0.9490,0.1030,-85.18,58.5,0.1,100.0,0.0,59.4
686,left,-0.9490,-0.2126,-85.18,58.5,0.1,100.0,0.0,58.9
687,left,-0.7217,-0.3653,62.48,50.9,0.1,100.0,0.0,57.5
688,right,14.6720,4.1459,0.86,30.4,0.1,0.0,60.7,57.0
689,right,14.6720,7.3037,0.86,30.3,0.1,0.0,60.7,56.6
690,right,11.0697,8.4335,1.12,30.4,0.1,0.0,60.9,55.9
691,right,11.4859,9.3492,1.09,30.4,0.0,0.0,60.8,55.3
692,right,11.4859,9.9902,1.09,30.4,0.0,0.0,60.8,55.0
693,right,5.4383,8.6247,2.14,30.8,0.0,45.6,15.9,54.5
694,right,5.4383,7.6687,2.14,30.7,0.0,0.0,61.5,54.3
695,right,1.4119,5.7917,6.08,32.1,0.0,64.1,0.0,53.7
696,right,7.3997,6.2741,1.63,30.6,0.0,0.0,61.1,53.2
697,right,7.3997,6.6118,1.63,30.6,0.0,0.0,61.1,52.8
698,right,11.1515,7.9737,1.12,30.4,0.0,0.0,60.8,51.2
699,right,7.8914,7.9490,1.53,30.5,0.0,0.0,61.1,51.0
700,right,7.8914,7.9317,1.53,30.5,0.0,0.0,61.1,51.0
701,right,5.0920,7.0798,2.25,30.8,0.0,0.1,61.4,50.0
702,right,6.6346,6.9462,1.78,30.6,0.0,0.0,61.2,50.0
703,right,8.9201,7.5384,1.36,30.5,0.0,0.0,60.9,49.9
