frame,direction,error_raw,error_filtered,angle_deg,v,straight_boost,left_cmd,right_cmd,fps
704,right,8.9201,7.9529,1.36,30.5,0.0,0.0,60.9,50.1
705,right,7.1405,7.7092,1.67,30.6,0.0,0.0,61.1,50.3
706,right,7.1405,7.5386,1.67,30.6,0.0,0.0,61.1,50.5
707,right,-0.9984,4.9775,-84.36,58.1,0.0,100.0,0.0,49.8
708,right,-0.9533,3.1983,-83.68,57.9,0.0,100.0,0.0,50.2
709,right,-0.9533,1.9528,-83.68,57.9,0.0,100.0,0.0,50.5
710,right,-0.9073,1.0948,-83.04,57.7,0.0,100.0,0.0,50.5
711,right,-0.8962,0.4975,-84.18,58.1,0.0,100.0,0.0,50.7
712,right,-0.8962,0.0794,-84.18,58.1,0.0,100.0,0.0,51.0
713,left,-0.9320,-0.2240,-86.17,58.7,0.0,100.0,0.0,51.2
714,left,-0.9320,-0.4364,-86.17,58.7,0.0,100.0,0.0,51.6
715,left,-0.6988,-0.5151,58.67,49.6,0.0,96.7,2.4,51.6
716,right,6.5693,1.6102,1.79,30.6,0.0,0.0,61.2,51.2
717,right,6.5693,3.0979,1.79,30.6,0.0,0.0,61.2,51.3
718,right,8.6883,4.7750,1.41,30.5,0.0,0.0,60.9,51.3
719,right,8.6883,5.9490,1.41,30.5,0.0,0.0,60.9,51.2
720,right,9.7565,7.0913,1.26,30.4,0.0,0.0,60.8,51.2
721,right,3.8774,6.1271,2.85,31.0,0.0,44.7,17.2,51.2
722,right,3.8774,5.4522,2.85,31.0,0.0,7.0,54.9,51.3
723,right,1.2000,4.1765,6.67,32.2,0.0,64.4,0.0,51.3
724,right,6.6652,4.9231,1.77,30.6,0.0,0.0,61.2,51.3
725,right,6.6652,5.4457,1.77,30.6,0.0,0.0,61.2,51.3
726,right,7.5538,6.0781,1.59,30.5,0.0,0.0,61.1,51.3
727,right,7.5538,6.5208,1.59,30.5,0.0,0.0,61.1,51.3
728,right,7.4752,6.8072,1.61,30.5,0.0,0.0,61.1,50.5
729,right,6.0632,6.5840,1.94,30.6,0.0,0.0,61.3,50.6
730,right,6.0632,6.4278,1.94,30.6,0.0,0.0,61.3,50.6
731,right,5.9612,6.2878,1.96,30.7,0.0,0.0,61.3,50.2
732,right,0.0315,4.4109,15.53,35.2,0.0,70.4,0.0,50.3
733,right,0.0315,3.0971,15.53,35.2,0.0,70.4,0.0,50.6
734,right,-1.0521,1.8523,-71.85,54.0,0.0,100.0,0.0,50.8
735,right,-1.0521,0.9810,-71.85,54.0,0.0,100.0,0.0,50.9
736,right,-0.9903,0.3896,-72.27,54.1,0.0,100.0,0.0,51.2
737,go,-0.9816,-0.0217,-71.95,54.0,0.0,100.0,0.0,51.4
738,left,-0.9816,-0.3097,-71.95,54.0,0.0,100.0,0.0,51.7
739,left,-0.9979,-0.5162,-73.39,54.5,0.0,100.0,0.0,51.7
740,left,-1.0331,-0.6712,-77.06,55.7,0.0,100.0,0.0,51.9
741,left,-1.0331,-0.7798,-77.06,55.7,0.0,100.0,0.0,52.3
742,right,4.2975,0.7434,2.60,30.9,0.0,0.0,61.7,52.5
743,right,4.2975,1.8096,2.60,30.9,0.0,0.0,61.7,52.5
744,right,5.3521,2.8724,2.16,30.7,0.0,0.0,61.4,52.2
745,right,7.4820,4.2553,1.61,30.5,0.0,0.0,61.1,52.2
746,right,7.4820,5.2233,1.61,30.5,0.0,0.0,61.1,52.2
747,right,2.9710,4.5476,3.54,31.2,0.0,35.9,26.4,52.2
748,right,2.9710,4.0746,3.54,31.2,0.0,9.9,52.4,52.2
749,right,0.4546,2.9886,10.73,33.6,0.0,67.2,0.0,52.2
750,right,4.1212,3.3284,2.71,30.9,0.0,0.0,61.8,52.2
751,right,4.1212,3.5662,2.71,30.9,0.0,0.0,61.8,52.0
752,right,2.6310,3.2857,3.86,31.3,0.0,0.0,62.6,51.1
753,right,0.4747,2.4424,10.44,33.5,0.0,67.0,0.0,50.6
754,right,0.4747,1.8521,10.44,33.5,0.0,67.0,0.0,50.7
755,right,-0.6557,1.0997,53.69,47.9,0.0,95.8,0.0,50.8
756,right,-0.6557,0.5731,53.69,47.9,0.0,95.8,0.0,50.8
757,right,-1.0363,0.0903,-74.07,54.7,0.0,100.0,0.0,50.5
758,left,-1.0517,-0.2523,-72.45,54.2,0.0,100.0,0.0,50.8
759,left,-1.0517,-0.4921,-72.45,54.2,0.0,100.0,0.0,51.2
760,left,-1.0794,-0.6683,-73.25,54.4,0.0,100.0,0.0,51.4
761,right,5.4863,1.1781,2.12,30.7,0.0,0.0,61.4,51.5
762,right,5.4863,2.4706,2.12,30.7,0.0,0.0,61.4,51.5
763,right,6.6472,3.7236,1.80,30.6,0.0,0.0,61.2,51.5
764,right,6.6472,4.6007,1.80,30.6,0.0,0.0,61.2,51.6
765,right,4.8064,4.6624,2.37,30.8,0.0,0.0,61.6,50.5
766,right,1.0171,3.5688,7.38,32.5,0.0,64.9,0.0,50.1
767,right,0.4717,2.6397,10.53,33.5,0.0,67.0,0.0,50.1
768,right,0.4717,1.9893,10.53,33.5,0.0,67.0,0.0,50.2
769,right,2.0998,2.0224,4.59,31.5,0.0,0.0,63.1,50.4
770,right,2.0998,2.0456,4.59,31.5,0.0,0.0,63.1,50.6
771,right,6.4073,3.3542,1.85,30.6,0.0,0.0,61.2,50.2
772,right,5.6946,4.0563,2.08,30.7,0.0,0.0,61.4,50.4
773,right,5.6946,4.5478,2.08,30.7,0.0,0.0,61.4,50.6
774,right,1.3357,3.5842,6.34,32.1,0.0,64.2,0.0,50.6
775,right,1.3357,2.9096,6.34,32.1,0.0,64.2,0.0,50.7
776,right,0.4945,2.1851,10.46,33.5,0.0,67.0,0.0,50.9
777,right,-0.6404,1.3374,52.14,47.4,0.0,94.8,0.0,51.0
778,right,-0.6404,0.7441,52.14,47.4,0.0,94.8,0.0,51.3
779,right,-1.0557,0.2041,-74.10,54.7,0.0,100.0,0.0,51.4
780,right,0.0270,0.1510,15.44,35.1,0.0,39.8,30.5,50.5
781,right,0.0270,0.1138,15.44,35.1,0.0,39.9,30.4,50.8
782,right,3.7768,1.2127,2.91,31.0,0.0,0.0,61.9,51.0
783,right,3.7768,1.9819,2.91,31.0,0.0,0.0,61.9,51.1
784,right,5.2096,2.9503,2.21,30.7,0.0,0.0,61.5,51.1
785,right,1.0707,2.3864,7.14,32.4,0.0,64.8,0.0,51.3
786,right,1.0707,1.9917,7.14,32.4,0.0,55.1,9.7,51.4
787,right,0.4534,1.5302,10.68,33.6,0.0,67.1,0.0,51.3
788,right,1.8775,1.6344,4.97,31.7,0.0,0.0,63.3,51.3
789,right,1.8775,1.7073,4.97,31.7,0.0,0.0,63.3,51.4
790,right,3.7992,2.3349,2.89,31.0,0.0,0.0,61.9,51.4
791,right,3.7992,2.7742,2.89,31.0,0.0,0.0,61.9,51.5
792,right,4.4406,3.2741,2.54,30.8,0.0,0.0,61.7,50.8
793,right,0.7139,2.5061,8.86,33.0,0.0,65.9,0.0,50.9
794,right,0.7139,1.9684,8.86,33.0,0.0,65.9,0.0,51.1
795,right,0.6026,1.5587,9.58,33.2,0.0,66.4,0.0,51.0
796,right,-0.4865,0.9451,36.26,42.1,0.0,84.2,0.0,51.1
797,right,-0.4865,0.5156,36.26,42.1,0.0,84.2,0.0,51.3
798,right,-0.2391,0.2892,21.78,37.3,0.0,74.5,0.0,51.4
799,right,-0.2391,0.1307,21.78,37.3,0.0,67.2,7.3,51.6
800,right,5.3569,1.6986,2.15,30.7,0.0,0.0,61.4,51.2
801,right,5.4663,2.8289,2.12,30.7,0.0,0.0,61.4,51.4
802,right,5.4663,3.6201,2.12,30.7,0.0,0.0,61.4,51.5
803,right,3.8800,3.6981,2.83,30.9,0.0,0.0,61.9,51.4
804,right,3.8800,3.7527,2.83,30.9,0.0,0.0,61.9,51.0
805,right,0.8348,2.8773,8.15,32.7,0.0,65.4,0.0,51.1
806,right,0.7360,2.2349,8.75,32.9,0.0,65.8,0.0,50.6
807,right,0.7360,1.7852,8.75,32.9,0.0,65.8,0.0,50.6
808,right,0.8582,1.5071,8.05,32.7,0.0,45.4,20.0,50.8
809,right,3.6984,2.1645,2.94,31.0,0.0,0.0,62.0,50.7
810,right,3.6984,2.6247,2.94,31.0,0.0,0.0,62.0,50.8
811,right,5.4070,3.4594,2.15,30.7,0.0,0.0,61.4,50.4
812,right,3.0671,3.3417,3.43,31.1,0.0,0.0,62.3,50.4
813,right,3.0671,3.2593,3.43,31.1,0.0,0.0,62.3,51.2
814,right,-0.0722,2.2599,18.82,36.3,0.0,72.5,0.0,57.8
815,right,-0.0722,1.5602,18.82,36.3,0.0,72.5,0.0,64.8
816,right,-0.0722,1.0705,18.82,36.3,0.0,72.5,0.0,71.2
817,right,-0.0722,0.7277,18.82,36.3,0.0,72.5,0.0,76.8
818,right,-0.1343,0.4691,20.42,36.8,0.0,73.6,0.0,81.8
819,right,-0.1343,0.2881,20.42,36.8,0.0,73.6,0.0,86.5
820,right,-0.1343,0.1614,20.42,36.8,0.0,73.6,0.0,90.6
821,right,-0.1343,0.0727,20.42,36.8,0.0,73.6,0.0,94.4
822,go,-0.2618,-0.0277,23.53,37.8,0.0,75.7,0.0,97.7
823,left,-0.2618,-0.0979,23.53,37.8,0.0,75.7,0.0,100.8
824,left,-0.2618,-0.1471,23.53,37.8,0.0,71.7,3.9,103.8
825,left,-0.2618,-0.1815,23.53,37.8,0.0,64.0,11.7,106.1
826,right,5.1205,1.4091,2.23,30.7,0.0,0.0,61.5,105.1
827,right,5.1205,2.5225,2.23,30.7,0.0,0.0,61.5,99.9
828,right,5.9830,3.5607,1.96,30.7,0.0,0.0,61.3,95.1
829,right,5.9830,4.2874,1.96,30.7,0.0,0.0,61.3,90.8
830,right,0.8208,3.2474,8.30,32.8,0.0,65.5,0.0,86.4
831,right,-0.0223,2.2665,17.59,35.9,0.0,71.7,0.0,83.0
832,right,-0.0223,1.5798,17.59,35.9,0.0,71.7,0.0,80.0
833,right,-0.0780,1.0825,18.85,36.3,0.0,72.6,0.0,77.2
834,right,-0.0780,0.7343,18.85,36.3,0.0,72.6,0.0,74.7
835,right,2.7115,1.3275,3.79,31.3,0.0,0.0,62.5,72.2
836,right,3.9428,2.1121,2.79,30.9,0.0,0.0,61.9,70.1
837,right,3.9428,2.6613,2.79,30.9,0.0,0.0,61.9,68.4
838,right,2.7481,2.6873,3.74,31.2,0.0,0.0,62.5,66.2
839,right,0.4070,2.0032,11.09,33.7,0.0,67.4,0.0,64.8
840,right,0.4070,1.5244,11.09,33.7,0.0,67.4,0.0,63.6
841,right,-0.0815,1.0426,18.73,36.2,0.0,72.5,0.0,62.5
842,right,-0.0815,0.7054,18.73,36.2,0.0,72.5,0.0,60.9
843,right,0.3261,0.5916,11.84,33.9,0.0,35.4,32.5,58.8
844,right,6.2533,2.2901,1.88,30.6,0.0,0.0,61.3,57.7
845,right,6.2533,3.4791,1.88,30.6,0.0,0.0,61.3,56.8
846,right,4.8725,3.8971,2.34,30.8,0.0,0.0,61.6,55.2
847,right,0.9545,3.0143,7.61,32.5,0.0,65.1,0.0,53.9
848,right,0.3176,2.2053,12.03,34.0,0.0,68.0,0.0,52.9
849,right,0.2356,1.6144,13.01,34.3,0.0,68.7,0.0,52.3
850,right,0.2356,1.2007,13.01,34.3,0.0,68.7,0.0,52.2
851,right,0.9796,1.1344,7.47,32.5,0.0,11.1,53.9,51.6
852,right,4.0043,1.9954,2.75,30.9,0.0,0.0,61.8,51.1
853,right,4.0043,2.5980,2.75,30.9,0.0,0.0,61.8,51.1
854,right,1.9582,2.4061,4.81,31.6,0.0,0.6,62.6,51.1
855,right,1.9582,2.2717,4.81,31.6,0.0,0.0,63.2,51.0
856,right,0.3355,1.6908,11.81,33.9,0.0,67.9,0.0,50.3
857,right,0.3084,1.2761,12.11,34.0,0.0,68.1,0.0,49.8
858,right,0.3241,0.9905,11.94,34.0,0.0,57.7,10.2,49.5
859,right,0.3241,0.7906,11.94,34.0,0.0,47.8,20.1,49.3
860,right,1.1146,0.8878,6.92,32.3,0.0,0.0,64.6,49.2
861,right,1.6124,1.1052,5.50,31.8,0.0,0.0,63.7,49.3
862,right,1.6124,1.2573,5.50,31.8,0.0,0.0,63.7,49.5
863,right,0.7875,1.1164,8.41,32.8,0.0,28.7,36.9,49.7
864,right,0.7875,1.0177,8.41,32.8,0.0,20.8,44.8,49.8
865,right,0.3461,0.8162,11.67,33.9,0.0,46.5,21.3,49.2
866,right,0.6521,0.7670,9.23,33.1,0.0,20.0,46.2,49.0
867,right,0.6521,0.7325,9.23,33.1,0.0,17.6,48.6,49.2
868,right,0.9298,0.7917,7.70,32.6,0.0,0.0,65.1,49.0
869,right,0.2948,0.6426,12.20,34.1,0.0,45.9,22.2,49.1
870,right,0.2948,0.5383,12.20,34.1,0.0,38.3,29.8,49.3
871,right,0.7711,0.6081,8.49,32.8,0.0,0.6,65.0,49.3
872,right,0.1077,0.4580,14.67,34.9,0.0,52.5,17.3,49.5
873,right,0.1077,0.3529,14.67,34.9,0.0,46.0,23.8,49.6
874,right,0.6470,0.4412,9.21,33.1,0.0,2.3,63.9,49.6
875,right,0.6470,0.5029,9.21,33.1,0.0,5.6,60.5,49.9
876,right,-0.3836,0.2370,29.89,40.0,0.0,79.9,0.0,50.0
877,right,0.0365,0.1768,15.73,35.2,0.0,42.4,28.1,50.0
878,right,0.0365,0.1347,15.73,35.2,0.0,38.6,31.9,50.2
879,left,-0.6700,-0.1067,55.35,48.4,0.0,96.9,0.0,49.5
880,left,-1.0013,-0.3751,-82.83,57.6,0.0,100.0,0.0,49.8
881,left,-1.0013,-0.5629,-82.83,57.6,0.0,100.0,0.0,50.2
882,left,-0.6557,-0.5908,53.33,47.8,0.0,81.7,13.9,50.4
883,left,0.1786,-0.3599,13.54,34.5,0.0,0.0,69.0,50.6
884,left,0.1786,-0.1984,13.54,34.5,0.0,5.4,63.6,50.6
885,right,1.6330,0.3510,5.46,31.8,0.0,0.0,63.6,50.8
886,right,1.6330,0.7356,5.46,31.8,0.0,0.0,63.6,50.8
887,right,0.6634,0.7140,9.10,33.0,0.0,16.3,49.7,50.6
888,right,0.1461,0.5436,14.12,34.7,0.0,55.2,14.2,50.9
889,right,0.1461,0.4243,14.12,34.7,0.0,46.9,22.5,50.9
890,right,0.3227,0.3939,11.83,33.9,0.0,28.4,39.5,51.0
891,right,0.4212,0.4021,10.91,33.6,0.0,19.8,47.5,51.0
892,right,0.4212,0.4078,10.91,33.6,0.0,20.1,47.2,51.2
893,right,1.6396,0.7774,5.42,31.8,0.0,0.0,63.6,51.4
894,right,1.6396,1.0360,5.42,31.8,0.0,0.0,63.6,51.3
895,right,0.7866,0.9612,8.38,32.8,0.0,19.7,45.9,50.9
896,right,0.7225,0.8896,8.77,32.9,0.0,21.0,44.9,51.1
897,right,0.7225,0.8395,8.77,32.9,0.0,18.5,47.3,51.1
898,right,0.4824,0.7324,10.43,33.5,0.0,34.1,32.9,51.3
899,right,0.4824,0.6574,10.43,33.5,0.0,28.6,38.3,51.2
900,right,0.1756,0.5128,13.61,34.5,0.0,49.8,19.3,51.2
901,right,0.4229,0.4859,10.91,33.6,0.0,24.4,42.9,51.1
902,right,0.4229,0.4670,10.91,33.6,0.0,23.2,44.0,51.0
903,right,0.7656,0.5566,8.56,32.9,0.0,0.0,65.7,51.0
904,right,0.7615,0.6181,8.58,32.9,0.0,3.5,62.2,50.6
905,right,0.7615,0.6611,8.58,32.9,0.0,7.4,58.3,49.5
906,right,0.7953,0.7014,8.38,32.8,0.0,4.2,61.4,48.7
907,right,0.9336,0.7710,7.69,32.6,0.0,0.0,65.1,48.9
908,right,0.9336,0.8198,7.69,32.6,0.0,0.0,65.1,49.0
909,right,0.7923,0.8116,8.41,32.8,0.0,10.4,55.2,48.8
910,right,0.8439,0.8213,8.13,32.7,0.0,6.5,58.9,49.1
911,right,0.8439,0.8281,8.13,32.7,0.0,7.1,58.4,49.2
912,right,0.7600,0.8077,8.57,32.9,0.0,13.2,52.5,49.3
913,right,0.8485,0.8199,8.10,32.7,0.0,6.1,59.4,49.6
914,right,0.8485,0.8285,8.10,32.7,0.0,6.7,58.7,49.7
915,right,0.8264,0.8279,8.15,32.7,0.0,8.5,57.0,49.8
916,right,0.8762,0.8423,7.89,32.6,0.0,5.0,60.2,49.8
917,right,0.8762,0.8525,7.89,32.6,0.0,5.5,59.7,50.1
918,right,0.5276,0.7550,9.93,33.3,0.0,30.1,36.5,50.0
919,right,0.5276,0.6868,9.93,33.3,0.0,26.4,40.3,50.1
920,right,0.5526,0.6465,9.74,33.2,0.0,22.4,44.1,50.3
921,right,0.8076,0.6948,8.20,32.7,0.0,2.7,62.8,50.5
922,right,0.8076,0.7287,8.20,32.7,0.0,4.4,61.1,50.5
923,right,0.9923,0.8077,7.34,32.4,0.0,0.0,64.9,50.6
924,right,0.5685,0.7360,9.68,33.2,0.0,26.4,40.1,50.5
925,right,0.5685,0.6857,9.68,33.2,0.0,23.3,43.2,50.8
926,right,0.3285,0.5786,11.66,33.9,0.0,39.3,28.5,50.9
927,right,0.3285,0.5035,11.66,33.9,0.0,32.8,35.0,51.1
928,right,0.7218,0.5690,8.66,32.9,0.0,2.5,63.3,50.7
929,right,1.9474,0.9825,4.77,31.6,0.0,0.0,63.2,50.9
930,right,1.9474,1.2720,4.77,31.6,0.0,0.0,63.2,51.0
931,right,0.7604,1.1185,8.42,32.8,0.0,31.0,34.7,51.0
932,right,0.7604,1.0111,8.42,32.8,0.0,25.3,40.3,51.2
933,right,0.6404,0.8999,9.12,33.0,0.0,29.4,36.7,51.3
934,right,0.7561,0.8568,8.42,32.8,0.0,16.0,49.6,51.2
935,right,0.7561,0.8266,8.42,32.8,0.0,14.4,51.2,51.3
936,right,0.7354,0.7992,8.55,32.9,0.0,14.9,50.9,51.2
937,right,0.6143,0.7437,9.30,33.1,0.0,22.1,44.1,51.1
938,right,0.6143,0.7049,9.30,33.1,0.0,20.1,46.1,51.2
939,right,0.4645,0.6328,10.45,33.5,0.0,29.1,37.8,51.1
940,right,0.6615,0.6414,9.03,33.0,0.0,12.3,53.7,50.9
941,right,0.6615,0.6474,9.03,33.0,0.0,12.6,53.4,50.8
942,right,0.5941,0.6314,9.47,33.2,0.0,17.5,48.8,50.7
943,right,0.5941,0.6202,9.47,33.2,0.0,16.8,49.5,50.9
944,right,0.4638,0.5733,10.46,33.5,0.0,25.9,41.0,50.5
945,right,0.6046,0.5827,9.38,33.1,0.0,13.8,52.5,50.7
946,right,0.6046,0.5893,9.38,33.1,0.0,14.2,52.1,50.9
947,right,0.6007,0.5927,9.38,33.1,0.0,14.8,51.5,51.0
948,right,1.9096,0.9878,4.82,31.6,0.0,0.0,63.2,51.0
949,right,1.9096,1.2643,4.82,31.6,0.0,0.0,63.2,51.0
950,right,0.5960,1.0638,9.42,33.1,0.0,40.5,25.8,50.5
951,right,0.5960,0.9235,9.42,33.1,0.0,31.7,34.6,50.6
952,right,0.6047,0.8278,9.31,33.1,0.0,28.4,37.8,50.3
953,right,0.8302,0.8286,8.01,32.7,0.0,8.2,57.2,50.6
954,right,0.8302,0.8291,8.01,32.7,0.0,8.2,57.2,50.8
955,right,2.2638,1.2595,4.26,31.4,0.0,0.0,62.8,50.8
956,right,0.8802,1.1457,7.80,32.6,0.0,21.8,43.4,50.8
957,right,0.8802,1.0660,7.80,32.6,0.0,17.2,48.0,51.0
958,right,0.7900,0.9832,8.26,32.8,0.0,21.0,44.5,51.0
959,right,0.7900,0.9253,8.26,32.8,0.0,16.2,49.3,51.2
960,right,0.6185,0.8332,9.16,33.1,0.0,25.4,40.8,50.3
961,right,1.7318,1.1028,5.16,31.7,0.0,0.0,63.4,49.6
962,right,1.5143,1.2263,5.63,31.9,0.0,0.0,63.8,49.5
963,right,1.5143,1.3127,5.63,31.9,0.0,0.0,63.8,49.8
964,right,0.4774,1.0621,10.17,33.4,0.0,44.9,21.8,49.3
965,right,0.6525,0.9392,8.94,33.0,0.0,29.4,36.6,49.1
966,right,0.6525,0.8532,8.94,33.0,0.0,25.3,40.7,49.5
967,right,1.5234,1.0542,5.60,31.9,0.0,0.0,63.7,49.5
968,right,1.5234,1.1950,5.60,31.9,0.0,0.0,63.7,49.6
969,right,3.8769,1.9995,2.78,30.9,0.0,0.0,61.9,49.4
970,right,1.6256,1.8874,5.37,31.8,0.0,0.0,63.6,49.0
971,right,1.6256,1.8088,5.37,31.8,0.0,0.0,63.6,48.7
972,right,2.2908,1.9534,4.20,31.4,0.0,0.0,62.8,48.8
973,right,3.6359,2.4582,2.91,31.0,0.0,0.0,61.9,48.7
974,right,3.6359,2.8115,2.91,31.0,0.0,0.0,61.9,49.1
975,right,2.3529,2.6739,4.11,31.4,0.0,0.0,62.7,48.9
976,right,3.9452,3.0553,2.74,30.9,0.0,0.0,61.8,48.7
977,right,3.9452,3.3223,2.74,30.9,0.0,0.0,61.8,48.2
978,right,4.5285,3.6842,2.42,30.8,0.0,0.0,61.6,48.6
979,right,5.0524,4.0946,2.21,30.7,0.0,0.0,61.5,48.5
980,right,5.0524,4.3820,2.21,30.7,0.0,0.0,61.5,49.0
981,right,6.0868,4.8934,1.87,30.6,0.0,0.0,61.2,48.9
982,right,6.2063,5.2873,1.83,30.6,0.0,0.0,61.2,49.3
983,right,6.2063,5.5630,1.83,30.6,0.0,0.0,61.2,49.6
984,right,6.8594,5.9519,1.67,30.6,0.0,0.0,61.1,49.7
985,right,6.8594,6.2242,1.67,30.6,0.0,0.0,61.1,49.8
986,right,6.3067,6.2489,1.81,30.6,0.0,0.0,61.2,50.0
987,right,6.9188,6.4499,1.66,30.6,0.0,0.0,61.1,50.3
988,right,6.9188,6.5906,1.66,30.6,0.0,0.0,61.1,50.5
989,right,7.6441,6.9066,1.52,30.5,0.0,0.0,61.0,50.6
990,right,7.8541,7.1909,1.48,30.5,0.0,0.0,61.0,50.7
991,right,7.8541,7.3899,1.48,30.5,0.0,0.0,61.0,50.9
992,right,9.3807,7.9871,1.26,30.4,0.0,0.0,60.8,51.1
993,right,9.3807,8.4052,1.26,30.4,0.0,0.0,60.8,51.3
994,right,6.4479,7.8180,1.77,30.6,0.0,0.0,61.2,50.9
995,right,8.3262,7.9705,1.40,30.5,0.0,0.0,60.9,50.8
996,right,8.3262,8.0772,1.40,30.5,0.0,0.0,60.9,51.1
997,right,10.4615,8.7925,1.14,30.4,0.0,0.0,60.8,51.2
998,right,10.4615,9.2932,1.14,30.4,0.0,0.0,60.8,51.2
999,right,6.1506,8.3504,1.84,30.6,0.0,0.0,61.2,51.2
1000,right,10.0372,8.8564,1.18,30.4,0.0,0.0,60.8,51.3
1001,right,10.0372,9.2106,1.18,30.4,0.0,0.0,60.8,51.4
1002,right,9.6540,9.3436,1.23,30.4,0.0,0.0,60.8,51.1
1003,right,10.2161,9.6054,1.16,30.4,0.0,0.0,60.8,51.1
1004,right,10.2161,9.7886,1.16,30.4,0.0,0.0,60.8,51.1
1005,right,7.3633,9.0610,1.57,30.5,0.0,0.0,61.0,51.2
1006,right,7.3633,8.5517,1.57,30.5,0.0,0.0,61.0,51.3
1007,right,7.7154,8.3008,1.51,30.5,0.0,0.0,61.0,51.2
1008,right,5.5356,7.4712,2.02,30.7,0.0,0.0,61.3,51.2
1009,right,5.5356,6.8906,2.02,30.7,0.0,0.0,61.3,51.3
1010,right,5.3584,6.4309,2.08,30.7,0.0,0.0,61.4,51.1
1011,right,6.2185,6.3672,1.84,30.6,0.0,0.0,61.2,51.3
1012,right,6.2185,6.3226,1.84,30.6,0.0,0.0,61.2,51.4
1013,right,6.1874,6.2820,1.84,30.6,0.0,0.0,61.2,51.5
1014,right,6.1874,6.2536,1.84,30.6,0.0,0.0,61.2,51.6
1015,right,8.8698,7.0385,1.33,30.4,0.0,0.0,60.9,51.1
1016,right,6.6337,6.9171,1.73,30.6,0.0,0.0,61.2,51.2
1017,right,6.6337,6.8321,1.73,30.6,0.0,0.0,61.2,51.3
1018,right,9.7462,7.7063,1.22,30.4,0.0,0.0,60.8,51.3
1019,right,11.0986,8.7240,1.08,30.4,0.0,0.0,60.7,51.4
1020,right,11.0986,9.4364,1.08,30.4,0.0,0.0,60.7,51.5
1021,right,9.2257,9.3732,1.28,30.4,0.0,0.0,60.9,51.5
1022,right,9.2257,9.3289,1.28,30.4,0.0,0.0,60.9,51.6
1023,right,13.1230,10.4672,0.92,30.3,0.0,0.0,60.6,51.5
1024,right,9.9498,10.3120,1.20,30.4,0.0,0.0,60.8,51.3
1025,right,9.9498,10.2033,1.20,30.4,0.0,0.0,60.8,51.2
1026,right,13.1247,11.0797,0.93,30.3,0.0,0.0,60.6,51.3
1027,right,13.1247,11.6932,0.93,30.3,0.0,0.0,60.6,51.3
1028,right,14.7354,12.6059,0.83,30.3,0.0,0.0,60.6,51.4
1029,right,20.9596,15.1120,0.60,30.2,0.0,0.0,60.4,51.5
1030,right,20.9596,16.8663,0.60,30.2,0.0,0.0,60.4,51.5
1031,right,17.0659,16.9262,0.72,30.2,0.0,0.0,60.5,51.2
1032,right,15.8011,16.5887,0.78,30.3,0.0,0.0,60.5,51.0
1033,right,15.8011,16.3524,0.78,30.3,0.0,0.0,60.5,51.1
1034,right,2.3386,12.1483,4.09,31.4,0.0,62.7,0.0,51.3
1035,right,2.3386,9.2054,4.09,31.4,0.0,62.7,0.0,51.4
1036,right,-0.9472,6.1596,89.57,59.9,0.0,100.0,0.0,51.4
1037,right,-0.9093,4.0389,-89.95,60.0,0.0,100.0,0.0,51.7
1038,right,-0.9093,2.5545,-89.95,60.0,0.0,100.0,0.0,52.0
1039,right,-0.9025,1.5174,89.08,59.7,0.0,100.0,0.0,52.2
1040,right,-0.9025,0.7914,89.08,59.7,0.0,100.0,0.0,52.4
1041,right,-0.9452,0.2704,88.20,59.4,0.0,100.0,0.0,52.2
1042,right,22.2832,6.8743,0.57,30.2,0.0,0.0,60.4,52.3
1043,right,22.2832,11.4970,0.57,30.2,0.0,0.0,60.4,52.2
1044,right,24.6643,15.4472,0.51,30.2,0.0,0.0,60.3,52.2
1045,right,24.6643,18.2123,0.51,30.2,0.0,0.0,60.3,52.1
1046,right,18.2042,18.2099,0.68,30.2,0.0,0.0,60.5,52.1
1047,right,11.7271,16.2650,1.03,30.3,0.0,0.0,60.7,52.1
1048,right,11.7271,14.9037,1.03,30.3,0.0,0.0,60.7,52.2
1049,right,16.7341,15.4528,0.73,30.2,0.0,0.0,60.5,52.1
1050,right,14.2059,15.0787,0.86,30.3,0.0,0.0,60.6,52.0
1051,right,14.2059,14.8168,0.86,30.3,0.0,0.0,60.6,51.9
1052,right,15.2172,14.9369,0.81,30.3,0.0,0.0,60.5,51.9
1053,right,15.2172,15.0210,0.81,30.3,0.0,0.0,60.5,51.9
1054,right,15.7028,15.2255,0.79,30.3,0.0,0.0,60.5,51.2
1055,right,15.3569,15.2650,0.81,30.3,0.0,0.0,60.5,51.2
1056,right,15.3569,15.2925,0.81,30.3,0.0,0.0,60.5,51.3
1057,right,17.9219,16.0814,0.70,30.2,0.0,0.0,60.5,50.2
1058,right,10.1877,14.3133,1.18,30.4,0.0,0.0,60.8,50.2
1059,right,10.1877,13.0756,1.18,30.4,0.0,0.0,60.8,49.9
1060,right,-0.9623,8.8642,-88.56,59.5,0.0,100.0,0.0,49.8
1061,right,-0.9187,5.9294,-88.24,59.4,0.0,100.0,0.0,50.2
1062,right,-0.9187,3.8750,-88.24,59.4,0.0,100.0,0.0,49.8
1063,right,-0.8819,2.4479,-87.49,59.2,0.0,100.0,0.0,49.6
1064,right,-0.8682,1.4531,-88.70,59.6,0.0,100.0,0.0,50.0
1065,right,-0.8682,0.7567,-88.70,59.6,0.0,100.0,0.0,50.2
