timestamp,action,left_speed,right_speed
01:14:32,set_speed,14,65
01:14:32,set_speed,14,65
01:14:32,set_speed,14,65
01:14:32,set_speed,14,65
01:14:32,set_speed,14,65
01:14:32,set_speed,14,65
01:14:32,set_speed,13,65
01:14:32,set_speed,14,65
01:14:32,set_speed,16,65
01:14:32,set_speed,19,65
01:14:32,set_speed,0,0
01:14:32,stop,0,0
01:14:32,set_speed,55,55
01:14:32,forward,55,55
01:14:32,set_speed,0,0
01:14:32,stop,0,0
01:14:33,set_speed,-65,65
01:14:33,set_speed,0,0
01:14:33,stop,0,0
01:14:33,set_speed,0,0
01:14:33,stop,0,0
01:14:33,set_speed,55,55
01:14:33,forward,55,55
01:14:33,set_speed,0,0
01:14:33,stop,0,0
01:14:33,set_speed,-65,65
01:14:33,set_speed,0,0
01:14:33,stop,0,0
01:14:33,set_speed,17,65
01:14:33,set_speed,17,65
01:14:33,set_speed,15,65
01:14:34,set_speed,14,65
01:14:34,set_speed,14,65
01:14:34,set_speed,15,65
01:14:34,set_speed,15,65
01:14:34,set_speed,16,65
01:14:34,set_speed,16,65
01:14:34,set_speed,17,65
01:14:34,set_speed,18,65
01:14:34,set_speed,0,0
01:14:34,stop,0,0
01:14:34,set_speed,55,55
01:14:34,forward,55,55
01:14:34,set_speed,0,0
01:14:34,stop,0,0
01:14:35,set_speed,-65,65
01:14:35,set_speed,0,0
01:14:35,stop,0,0
01:14:35,set_speed,14,65
01:14:35,set_speed,14,65
01:14:35,set_speed,14,65
01:14:35,set_speed,14,65
01:14:35,set_speed,15,65
01:14:35,set_speed,16,65
01:14:35,set_speed,18,65
01:14:35,set_speed,0,0
01:14:35,stop,0,0
01:14:35,set_speed,55,55
01:14:35,forward,55,55
01:14:35,set_speed,0,0
01:14:35,stop,0,0
01:14:35,set_speed,-65,65
01:14:35,set_speed,0,0
01:14:35,stop,0,0
01:14:35,set_speed,0,0
01:14:35,stop,0,0
01:14:35,set_speed,55,55
01:14:35,forward,55,55
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,-65,65
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,55,55
01:14:36,forward,55,55
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,-65,65
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,55,55
01:14:36,forward,55,55
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,-65,65
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,0,0
01:14:36,stop,0,0
01:14:36,set_speed,55,55
01:14:36,forward,55,55
01:14:37,set_speed,0,0
01:14:37,stop,0,0
01:14:37,set_speed,-65,65
01:14:37,set_speed,0,0
01:14:37,stop,0,0
01:14:37,set_speed,12,65
01:14:37,set_speed,12,65
01:14:37,set_speed,12,65
01:14:37,set_speed,12,65
01:14:37,set_speed,12,65
01:14:37,set_speed,12,65
01:14:37,set_speed,12,65
01:14:37,set_speed,0,0
01:14:37,stop,0,0
01:14:37,set_speed,55,55
01:14:37,forward,55,55
01:14:37,set_speed,0,0
01:14:37,stop,0,0
01:14:37,set_speed,-65,65
01:14:37,set_speed,0,0
01:14:37,stop,0,0
01:14:37,set_speed,0,0
01:14:37,stop,0,0
01:14:37,set_speed,55,55
01:14:37,forward,55,55
01:14:37,set_speed,0,0
01:14:37,stop,0,0
01:14:37,set_speed,-65,65
01:14:37,set_speed,0,0
01:14:37,stop,0,0
01:14:38,set_speed,0,0
01:14:38,stop,0,0
01:14:38,set_speed,55,55
01:14:38,forward,55,55
01:14:38,set_speed,0,0
01:14:38,stop,0,0
01:14:38,set_speed,-65,65
01:14:38,set_speed,0,0
01:14:38,stop,0,0
